"BehaviorSpace results (NetLogo 6.0.4)"
"baseline.nlogo"
"lone killer uuv centered"
"04/09/2019 19:31:19:245 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","experiment-number","random-seed","[step]","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev","kill-made"
"76","75","1","610","0","45.99780237815172","0","3.044778623277369","2.892236254952034","false"
"80","79","1","506","0","65.60854567384149","0","9.729048289821751","3.3717007314379956","false"
"78","77","1","1269","0","5.057106291895611","0","0.5643322252064649","0.21328932239870588","false"
"81","80","1","1037","0","20.17045806996193","0","1.792950276053184","0.7236618730986217","false"
"82","81","1","780","0","588.2528781618114","0","20.76959238520216","18.42160979378188","false"
"84","83","1","229","0","14.440422313164365","0","2.2242484739814903","0.3338371324009557","false"
"85","84","1","335","0","24.398155294657805","0","3.2788581565554415","1.5386601351984126","false"
"86","85","1","303","0","53.56534216432919","0","3.9051455688461476","2.178609369284505","false"
"87","86","1","311","0","27.25904404665514","0","5.072061314691243","0.3399617937711648","false"
"83","82","1","1132","0","169.50922466586536","0","0","0","false"
"88","87","1","363","0","12.726825603916376","0","1.1546544296546957","0.607593009112838","false"
"93","92","1","1091","0","61.02266779195748","0","9.49189830284562","1.3882097534995241","false"
"94","93","1","1042","0","382.57394739877185","0","37.39248550014343","24.45422097747658","false"
"91","90","1","1953","0","527.6586821492606","0","47.38330921207577","23.328974116333963","false"
"95","94","1","1072","0","53.54936574659788","0","4.158286057877728","1.6166862872334349","false"
"89","88","1","1053","0","43.45006845211187","0","3.824859426223045","2.6111400227105586","false"
"99","98","1","1356","4","50.98957972175266","0","7.61716269296794","3.4237068298997646","false"
"96","95","1","959","0","153.78327459783793","0","15.84957239831371","10.098606767668233","false"
"98","97","1","5305","0","790.9390678256564","100","11.054543045326406","13.532412180327787","false"
"101","100","1","1444","0","271.9915964979754","0","17.755597847540837","17.28459637944843","false"
"90","89","1","4586","0","1261.8931868232569","100","96.26819787963689","77.99015487913853","false"
"100","99","1","3743","0","940.5455126974075","0","76.32225997579069","42.45753403259363","false"
"102","101","1","2093","0","157.63131812206234","0","19.41491910469131","11.058724456125223","false"
"97","96","1","505","0","39.260804907262425","0","3.537611260272978","2.1466571226144553","false"
"106","105","1","398","0","5.715217541918959","0","0.5191378756081418","0.35149175305385666","false"
"105","104","1","1509","0","266.6657147438962","0","23.364426944222235","15.273966285994183","false"
"107","106","1","509","0","5.12909676274783","0","0.6785418727928672","0.03158584142121695","false"
"108","107","1","329","0","56.31991268664141","0","6.0365178881540835","2.889617592493786","false"
"109","108","1","331","0","7.702688316671079","0","0.5956270949837588","0.29170981005142066","false"
"103","102","1","5447","0","166.4959498406097","0","27.35016909508557","7.70943083177527","false"
"104","103","1","6163","0","583.6099956478383","100","41.12864764537592","35.18503515793371","false"
"111","110","1","1464","0","43.99464038514893","0","6.281995947284305","3.6146855063836036","false"
"110","109","1","1835","0","28.443807619430412","0","1.7943517245093277","1.738396592896495","false"
"112","111","1","296","0","8.328726199969577","0","0.4218725790700038","0.27165515491974784","false"
"115","114","1","391","0","14.073008387560552","0","0","0","false"
"113","112","1","1889","0","50.799289142284856","0","2.382584844258416","0.8274075027448861","false"
"114","113","1","549","0","90.68238127809533","0","9.800191614723767","4.168695432760416","false"
"119","118","1","431","0","31.469787195700647","0","5.086318481639671","0.8619027389684721","false"
"118","117","1","2019","0","188.24934313995692","0","20.334871721471245","13.506948654644331","false"
"116","115","1","1736","0","254.15766473552267","0","25.210000669021035","15.71622913785911","false"
"120","119","1","2833","0","142.4616103160788","0","7.807349892403681","10.613395862631021","false"
"121","120","1","2479","0","150.22202003305372","0","0","0","false"
"117","116","1","1961","0","55.99537271700872","0","0","0","false"
"126","125","1","1369","0","351.1294767216914","0","22.709405577322453","17.07366490271497","false"
"122","121","1","2865","0","183.5844543591245","0","19.77980625555728","10.865283886916119","false"
"127","126","1","1575","0","295.7988693408652","0","33.470640077258494","17.2557145906277","false"
"130","0","3","162","0","13.418426495424553","0","0","0","false"
"125","124","1","2204","0","295.87012098096034","0","26.599133195094286","19.553657863749518","false"
"92","91","1","3373","0","359.6668467535264","100","12.198824126713765","13.451008484021996","false"
"131","1","3","182","0","10.519476762810594","0","0","0","false"
"128","127","1","1845","0","180.63510737517174","0","12.61949961664516","10.292903233328817","false"
"132","2","3","232","0","3.7090895851990147","0","0.37409046777626986","0.08494096053108134","false"
"133","3","3","295","0","26.76709908649699","0","4.976687489349359","0","false"
"136","6","3","305","0","0.7340012736736424","0","0.08936586283103451","0.049273949929075966","false"
"134","4","3","343","0","9.690611320042306","0","0","0","false"
"139","9","3","561","0","50.99002391735412","0","5.941566230361072","3.4399250270445565","false"
"123","122","1","3917","0","939.2070208749635","0","39.48540970497044","56.81184424410649","false"
"137","7","3","371","0","5.088476635461941","0","0.5187992006968111","0.2632337915474264","false"
"140","10","3","1699","0","167.11151731322641","0","27.15919685154165","1.752311476107684","false"
"135","5","3","166","0","15.785579853661236","0","1.8241589369287723","0.6847699700447212","false"
"138","8","3","1718","0","97.41744198565343","0","0","0","false"
"142","12","3","208","0","9.666905942964627","0","1.902050446499099","0.02230001952533684","false"
"144","14","3","299","0","15.199764161189124","0","2.0947496528646554","0.32165849278862446","false"
"147","17","3","347","0","13.501197227326639","0","1.3864837175638767","0.7134941648188984","false"
"143","13","3","1944","0","694.2867172843363","0","23.952649155053606","35.606788173950164","false"
"124","123","1","3393","0","73.01413236728075","0","3.078307413735809","3.0984610310713103","false"
"145","15","3","414","0","9.070266116437045","0","0.6155723705630817","0.49090541486335504","false"
"141","11","3","2029","0","63.82539885874855","0","4.769141711492233","3.8837315988548813","false"
"146","16","3","1829","0","53.365071188442755","0","3.632492025999293","2.046893865894129","false"
"149","19","3","612","0","49.18212662606082","0","4.3952542777292765","3.145114869823576","false"
"154","24","3","263","0","5.408502524017714","0","0.9899161925270801","0.034649034020318416","false"
"150","20","3","1220","0","15.880339046966414","0","0.9362706755857322","0.8403624590005437","false"
"148","18","3","1700","0","206.96598843098798","0","5.296342840712722","2.768275185109067","false"
"155","25","3","385","0","0.9464614896379181","0","0.0824069857896891","0.03726457595601195","false"
"152","22","3","1310","0","454.2717401700464","0","37.69182721610174","25.373648862244174","false"
"153","23","3","815","0","154.26520835163723","0","15.51983660974622","10.871761811194107","false"
"156","26","3","216","0","2.239015485461113","0","0","0","false"
"158","28","3","276","0","4.970932218328647","0","0","0","false"
"157","27","3","379","0","16.835410119339755","0","0","0","false"
"159","29","3","409","0","63.75761489386044","0","7.2490081149469345","3.607511133328061","false"
"129","128","1","4306","0","71.46941656178014","0","6.841513065258869","3.2533960490732894","false"
"160","30","3","436","0","9.06476558877861","0","1.0624471042863148","0.2611495094952344","false"
"161","31","3","332","0","9.94684571470643","0","1.863601872719184","0","false"
"151","21","3","1620","0","10.736445592474793","0","0.9988727323350916","0.6248689544580875","false"
"164","34","3","263","0","5.668887969185916","0","0.8319558091767477","0.21990207727582062","false"
"165","35","3","347","0","10.782504942289265","0","0.8164722489559195","0.46557975201974744","false"
"162","32","3","309","0","54.48995131520401","0","0","0","false"
"166","36","3","234","0","7.724882833486509","0","0","0","false"
"168","38","3","192","0","9.773157734024922","0","1.0591197961039394","0.4420158290338724","false"
"163","33","3","282","0","14.991760915806145","0","2.1695759222499347","0.5590579782302053","false"
"169","39","3","431","0","5.509563105381029","0","0.7567055787772201","0.35451650572722343","false"
"174","44","3","429","0","133.3045243707625","0","9.996693640706992","4.4101271906923065","false"
"172","42","3","987","0","42.17919887404706","0","3.520383567183273","2.432901718582539","false"
"170","40","3","1107","0","359.6672669091912","0","21.82018439922564","15.688159167469165","false"
"167","37","3","1561","0","470.5729472932398","0","23.54953690934725","20.119803539946027","false"
"175","45","3","288","0","24.876042143548567","0","1.1506221500740967","1.321145499636549","false"
"171","41","3","1067","0","123.1203456393054","0","18.148904225869916","5.8198069562808135","false"
"173","43","3","1229","0","32.53407749681538","0","3.242172093566413","1.8029693685484023","false"
"178","48","3","375","0","4.6120583322531195","0","0.4810311484326614","0.17336537191918602","false"
"177","47","3","394","0","56.13941927069326","0","4.639162818854683","3.514373469886561","false"
"180","50","3","188","0","5.208869933537628","0","0.569159780586829","0.214942071494517","false"
"181","51","3","987","0","484.46413036839823","0","12.215443073560529","13.06745947436003","false"
"176","46","3","3987","0","69.32699290176579","57","3.0694983225711896","1.0200992935494624","false"
"184","54","3","301","0","41.51615899677651","0","3.9345099931469565","2.4468601977662168","false"
"186","56","3","215","0","7.173748111028557","0","0","0","false"
"185","55","3","222","0","12.912970335065559","0","1.4467979988928361","0.540949384578595","false"
"179","49","3","983","0","12.993038491582292","0","0.6990882154835508","0.6788677661564556","false"
"183","53","3","944","0","79.85197911156669","0","4.494652693425418","5.025699701230046","false"
"187","57","3","185","0","1.8873189845421987","0","0.32112962310260146","0.022092192812451433","false"
"188","58","3","142","0","57.40953645898984","0","0","0","false"
"189","59","3","132","0","1.9567320754644633","0","0.1772073990723381","3.3993498887762956E-17","false"
"190","60","3","286","0","2.5645699722051156","0","0.16417963326072485","0.09208460599333405","false"
"191","61","3","204","0","3.271210460601932","0","0.3079518279835337","0.11117214503891905","false"
"193","63","3","225","0","5.403089760467829","0","0.5977905423663159","0.2736524548688203","false"
"192","62","3","212","0","33.14892447548581","0","5.0288107776402216","0.8882430667918273","false"
"182","52","3","815","0","65.57613866569672","0","5.704843398304825","2.9925574304093","false"
"194","64","3","396","0","9.00889237952104","0","0.9229547459499624","0.5653921749329617","false"
"197","67","3","878","0","266.7031305368745","0","18.271191336283703","10.856253258489268","false"
"201","71","3","697","0","475.3794282751616","0","45.98099737222168","28.87346221221154","false"
"198","68","3","1111","0","169.93884744672303","0","7.203675866527573","11.620833098436396","false"
"202","72","3","422","0","26.153700344157528","0","3.258130399932887","1.7582330420548264","false"
"200","70","3","4497","0","550.4075023218138","100","5.559793811211132","7.0569768683116205","false"
"195","65","3","4257","0","236.0278697805403","100","11.805069299825332","7.0432599400838685","false"
"199","69","3","3500","2","208.68183714704816","100","2.3778963198798984","1.6955605683427626","false"
"196","66","3","3477","0","1169.6581366540631","76","21.60329303464157","7.689680294976111","false"
"203","73","3","966","0","55.167277507394274","0","2.113135222264243","2.7141443725113548","false"
"204","74","3","991","0","41.45730370089802","0","5.4800772884675455","0.7012205109224754","false"
"205","75","3","401","0","123.66084815289466","0","14.907372088297933","5.979879559508967","false"
"206","76","3","879","0","69.02398966761216","0","0","0","false"
"208","78","3","332","0","17.287105733217278","0","1.9697735962907874","0.8406736340418048","false"
"209","79","3","374","0","156.69772501490755","0","7.901175967666349","6.794404399726837","false"
"207","77","3","1294","0","37.0149152176413","0","2.7914383931417337","2.2006130172202467","false"
"211","81","3","228","0","54.587594681043214","0","7.673824861660059","2.799986949474264","false"
"213","83","3","210","0","11.338505814137264","0","1.4205155162845986","0.568559618464888","false"
"210","80","3","991","0","113.24244285401767","0","3.870430973531565","6.81201499534297","false"
"214","84","3","306","0","32.947326016803466","0","3.3052114871670857","1.8902397755066769","false"
"212","82","3","391","0","42.216675711843415","0","0","0","false"
"215","85","3","278","0","4.637612147890685","0","0.5743341246620095","0.18762737252337996","false"
"216","86","3","378","0","10.660978478333412","0","1.1330612999035174","0.458583075813643","false"
"217","87","3","332","0","5.447684401063972","0","0.4704960762211025","0.2303200742065402","false"
"224","94","3","928","0","65.82232938641566","0","2.2681842887628068","1.1996416993483416","false"
"223","93","3","1141","0","378.88908205078275","0","35.897236302218886","24.763061477924058","false"
"222","92","3","1899","0","88.94049699910342","0","15.143210800314552","1.0789678054799308","false"
"218","88","3","1083","0","18.556623314405847","0","1.4851183982857965","1.2893029876818805","false"
"228","98","3","1408","0","22.35360986263192","0","2.405612384961631","0.7012121263505238","false"
"220","90","3","3624","0","792.1847864749707","76","104.19851402631858","21.585296187397372","false"
"225","95","3","1032","0","39.47777627119138","0","4.227847159045178","2.7468568207434374","false"
"219","89","3","4072","0","1121.019730308674","100","15.440957720972","11.193721913400642","false"
"227","97","3","5304","2","737.786255179068","100","9.351568557377409","7.234998641944924","false"
"230","100","3","481","0","10.90420607832315","0","1.3899059389380464","0.5021600764955835","false"
"229","99","3","2128","0","226.89198020564731","0","19.479574845434524","17.53010649077119","false"
"231","101","3","1958","0","59.39274371974914","0","5.715287700666731","2.339738643852739","false"
"234","104","3","1888","0","119.08509442284438","0","8.206098088774128","7.2712367457715965","false"
"235","105","3","800","0","8.542400753761594","0","1.0870567576528571","0.4605053331494246","false"
"236","106","3","611","0","19.756382658098897","0","2.093732190933248","0.9760830664661181","false"
"232","102","3","3617","0","39.36339598749887","0","5.580565115159159","1.0420430122867992","false"
"233","103","3","6167","2","666.1558054190584","100","16.46790376343731","9.882581413722612","false"
"238","108","3","312","0","5.5280083625739564","0","0.5303892228234593","0.24715155907817093","false"
"240","110","3","416","0","69.95235804908583","0","0","0","false"
"226","96","3","901","0","28.47044939023081","0","1.204944231431202","2.0438476607677685","false"
"237","107","3","1217","0","309.8733029764325","0","12.154899435106854","8.709802180897668","false"
"241","111","3","311","0","25.589091106273997","0","4.842805407072598","0.3957544851171663","false"
"239","109","3","1743","0","50.46522932729342","0","2.9953730991681096","2.7642578138288294","false"
"244","114","3","455","0","12.867922311922806","0","2.0828265433719593","0.7809710154504494","false"
"247","117","3","494","0","117.93205851991922","0","15.959827250157247","5.809977976994333","false"
"243","113","3","541","0","80.07615467988472","0","12.750823401941636","2.2212380852646887","false"
"242","112","3","2316","0","137.08515997672373","0","4.567874440119843","4.1164133503903795","false"
"248","118","3","467","0","52.187520452128226","0","0","0","false"
"245","115","3","1754","0","171.49050864195303","0","19.71645258839808","10.963034488182739","false"
"250","120","3","743","0","49.7919995235941","0","0","0","false"
"249","119","3","2848","0","234.0072204452731","0","13.923404931039471","14.228567584773922","false"
"246","116","3","1099","0","2.287182801982391","0","0","0","false"
"255","125","3","1348","0","325.21588096481594","0","28.914248604821246","27.848168152441534","false"
"251","121","3","1643","0","169.72157887703844","0","17.62571661588432","10.267156989240032","false"
"259","0","5","163","0","5.6474195836438295","0","0","0","false"
"256","126","3","1835","0","85.81621196796118","0","9.194959505349262","3.5180291481515877","false"
"257","127","3","1745","0","37.98842014834622","0","2.574326716521999","2.648227981799698","false"
"260","1","5","234","0","4.3643789118160035","0","0","0","false"
"254","124","3","1967","0","98.70057773880333","0","8.091696977651216","6.313835731753184","false"
"261","2","5","251","0","38.68431689398554","0","5.7577736544331835","1.7020215512545729","false"
"221","91","3","3375","0","791.6965218701409","100","11.35725679188365","6.917706485492141","false"
"262","3","5","298","0","15.229733827578645","0","2.928104078790634","0.10937171197426009","false"
"263","4","5","277","0","28.507607124484572","0","0","0","false"
"265","6","5","353","0","0.9784002265958823","0","0.12314187934457656","0.04815013957596781","false"
"252","122","3","2899","0","231.03609870321367","0","19.506714406825207","13.057890666163548","false"
"268","9","5","284","0","12.339593953854678","0","0","0","false"
"267","8","5","813","0","19.123592652619838","0","0","0","false"
"253","123","3","2175","0","38.53412885595012","0","4.080927546358493","2.512854675569594","false"
"271","12","5","212","0","43.82107831978787","0","0","0","false"
"266","7","5","360","0","9.543575696304627","0","0.7352959371892938","0.5080931755427643","false"
"273","14","5","278","0","9.579987492381985","0","1.3730118883294586","0.11876628078653859","false"
"264","5","5","170","0","2.93621628817088","0","0.3110184733124285","0.010827165933016726","false"
"269","10","5","1990","0","172.08460809128525","0","32.91209747104799","0.07811442369316972","false"
"270","11","5","1659","0","26.773427207122914","0","2.6819423359537677","1.1808422401657939","false"
"258","128","3","2581","0","259.1284772155796","0","35.09961551119065","13.012817383788038","false"
"272","13","5","1989","0","540.713872832084","0","29.16947519187987","34.30747031200952","false"
"276","17","5","318","0","4.122340068027901","0","0.6081906157389771","0.112844155061198","false"
"278","19","5","425","0","20.76355048289766","0","3.6449558649579084","0.513643732127655","false"
"277","18","5","682","0","48.52181373552271","0","6.9850240731036894","2.864830531643817","false"
"281","22","5","329","0","31.877145873737838","0","0","0","false"
"279","20","5","608","0","6.054862341170014","0","0.589508702539223","0.17841032632786832","false"
"275","16","5","1831","0","15.360192714382414","0","0.9370345984186272","0.5907621237953216","false"
"274","15","5","381","0","18.004591725756317","0","2.388839672286704","0.8251663338572748","false"
"283","24","5","272","0","1.553535216660369","0","0.2128427979432525","0.08748024399317024","false"
"284","25","5","357","0","1.6348867440123511","0","0.1892687772018992","0.12173243141874615","false"
"287","28","5","284","0","2.702101548335978","0","0","0","false"
"285","26","5","545","0","26.061812443300223","0","3.325752452374642","1.8302157819351028","false"
"286","27","5","393","0","45.39395475559688","0","7.167121558609458","1.0299952237138588","false"
"288","29","5","296","0","16.919931955305437","0","1.7493000193806492","0.835465443895612","false"
"290","31","5","243","0","38.312678300504544","0","0","0","false"
"289","30","5","510","0","10.78735301715617","0","1.5591572799087174","0.41868917391903754","false"
"280","21","5","1625","0","9.36512527910489","0","0.9024823893359841","0.6095801482077607","false"
"293","34","5","251","0","4.204601726282947","0","0.7264069609461913","0.12197682793839831","false"
"282","23","5","1948","0","211.27252449562127","0","10.018307000735973","11.293061266687268","false"
"294","35","5","356","0","5.911301796851038","0","0.8461790144858754","0.13841288628128626","false"
"291","32","5","395","0","33.84574725517665","0","0","0","false"
"297","38","5","187","0","3.257764318984905","0","0.5229079166232014","0.08997651074930822","false"
"292","33","5","270","0","24.725154219980276","0","2.5479520448577686","1.1682204345784293","false"
"295","36","5","242","0","11.84427778672042","0","0","0","false"
"298","39","5","353","0","52.504603605520785","0","4.371436078822153","2.581500515385658","false"
"303","44","5","288","0","25.405440886451473","0","4.786726261656613","0.28593915665632097","false"
"299","40","5","950","0","279.06579493085746","0","25.532747437323156","20.621641995396903","false"
"301","42","5","1001","0","57.19812854193385","0","3.0085984418755864","3.4970323258671896","false"
"300","41","5","1025","0","124.91865094936607","0","9.429942807738612","9.620900902245145","false"
"296","37","5","1517","0","131.9135999648427","0","11.208485218330237","9.14914278226301","false"
"304","45","5","276","0","7.588881889843721","0","0.9382414357408644","0.4712817148127665","false"
"307","48","5","296","0","4.350188543114716","0","0.5421213906987505","0.23850242798024787","false"
"302","43","5","1282","0","31.322524781234545","0","4.22367623425005","1.8087666805762712","false"
"310","51","5","282","0","25.298416549276777","0","2.519631498310995","1.823922935752886","false"
"309","50","5","301","0","36.98481860477311","0","3.4789258994948833","2.0386475634171104","false"
"306","47","5","443","0","87.95059347129836","0","3.2365502624324987","3.2054348814066964","false"
"305","46","5","3977","0","61.19350170625488","46","3.9507270891568824","1.3209935070383283","false"
"315","56","5","199","0","2.2042197385693627","0","0","0","false"
"308","49","5","844","0","12.201291237340122","0","1.2053327832433252","0.4468764511468901","false"
"316","57","5","192","0","3.228361285862418","0","0.48105498178243367","0.05802337974354744","false"
"312","53","5","935","0","68.94448162001797","0","5.545958406921209","3.6487854491509095","false"
"317","58","5","179","0","40.3118242454956","0","0","0","false"
"314","55","5","791","0","179.3590620167579","0","12.039615350111763","6.5570515174687145","false"
"313","54","5","748","0","45.68643582529026","0","7.693210038321527","1.0496524783470418","false"
"318","59","5","172","0","9.824911668163663","0","1.5677640678247597","0.32428111773933965","false"
"319","60","5","267","0","6.243031090710066","0","0.9449833655900944","0.05928285609965259","false"
"320","61","5","187","0","2.5344440260235523","0","0.3137590628151435","0.0951763430149745","false"
"321","62","5","172","0","13.918014817168192","0","1.4178296327479172","0.4962418976406309","false"
"311","52","5","916","0","18.222761643644635","0","1.3302855493227883","0.7622651213728887","false"
"322","63","5","209","0","8.08657611175763","0","1.2841352206742151","0.26132573484495597","false"
"323","64","5","445","0","26.348107031478847","0","3.1918704224842154","1.612508317776052","false"
"326","67","5","1134","0","114.30057558738582","0","12.427552436983529","6.166982694883917","false"
"327","68","5","1174","0","106.84003648319282","0","16.787715962331895","3.7254277046323128","false"
"328","69","5","1878","0","79.55208881583148","0","3.722779605759449","3.2740451400392483","false"
"325","66","5","3487","0","977.7944280060113","80","10.763099212286395","5.387692082218757","false"
"331","72","5","1133","0","583.4109141224111","0","20.695256438129107","18.18640732883733","false"
"329","70","5","4489","0","371.4407950676835","100","19.933613688772688","13.116592104669344","false"
"330","71","5","1792","0","217.7094661317869","0","14.796129315384766","7.015969090090791","false"
"324","65","5","4253","3","180.8406341985926","100","5.823162222386895","4.541693389645267","false"
"332","73","5","978","0","94.53231915083873","0","6.738725577413698","4.314746136208092","false"
"333","74","5","1003","0","67.91850431314151","0","7.494328183059065","0.4557379598972164","false"
"337","78","5","311","0","4.860923591450997","0","0.8238964651876101","0.21458485857965817","false"
"335","76","5","930","0","162.79475080728878","0","0","0","false"
"334","75","5","1083","0","126.06174684234482","0","2.264658915084811","3.4117281076521095","false"
"336","77","5","1381","0","69.72201332785103","0","5.367460685827047","5.33633846881107","false"
"339","80","5","966","0","45.53407007793116","0","1.9651019668664582","0.7429281156815997","false"
"341","82","5","284","0","20.31200000855174","0","0","0","false"
"340","81","5","914","0","266.9922846853179","0","11.219415896364177","15.095025441738313","false"
"338","79","5","1542","0","273.5956837764558","0","28.036824082006532","15.249082481267457","false"
