"BehaviorSpace results (NetLogo 6.0.4)"
"straight-run-trial.nlogo"
"general experiment template"
"01/01/2019 15:32:11:352 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio"
"1079","107","15000","-13.975","-13.975","0.205"
"1075","107","4739","-6.439","-6.439","0.06"
"1077","107","4761","-3.3360000000000003","-3.3360000000000003","0.285"
"1078","107","4752","-3.7769999999999997","-3.7769999999999997","0.195"
"1083","108","15000","-14.85","-14.85","0.03"
"1080","107","4749","-3.2489999999999997","-3.2489999999999997","0.3"
"1081","108","4728","-4.678","-4.678","0.01"
"1082","108","13544","-13.194","-13.194","0.07"
"1088","108","15000","-14.975","-14.975","0.005"
"1084","108","4740","-4.715","-4.715","0.005"
"1085","108","4747","-4.247","-4.247","0.1"
"1086","108","4754","-6.004","-6.004","0.15"
"1087","108","4768","-3.6179999999999994","-3.6179999999999994","0.23"
"1089","108","4764","-3.939","-3.939","0.165"
"1090","108","15000","-14.925","-14.925","0.015"
"1091","109","4741","-5.715999999999999","-5.715999999999999","0.005"
"1092","109","15000","-14.95","-14.95","0.01"
"1093","109","4773","-4.4479999999999995","-4.4479999999999995","0.065"
"1094","109","4777","-3.702","-3.702","0.215"
"1095","109","4764","-4.589","-4.589","0.035"
"1096","109","4711","-6.386","-6.386","0.065"
"1098","109","4741","-4.090999999999999","-4.090999999999999","0.13"
"1097","109","14020","-13.344999999999999","-13.344999999999999","0.135"
"1099","109","4728","-3.453","-3.453","0.255"
"1100","109","4756","-4.231","-4.231","0.105"
"1101","110","15000","-14.375","-14.375","0.125"
"1102","110","4707","-4.632","-4.632","0.015"
"1103","110","4765","-4.765","-4.765","0"
"1104","110","15000","-14.925","-14.925","0.015"
"1106","110","4724","-3.649","-3.649","0.215"
"1105","110","15000","-14.625","-14.625","0.075"
"1107","110","9427","-8.927","-8.927","0.1"
"1108","110","4780","-4.505","-4.505","0.055"
"1109","110","15000","-14.1","-14.1","0.18"
"1113","111","15000","-14.525","-14.525","0.095"
"1110","110","4744","-4.444","-4.444","0.06"
"1111","111","4724","-4.399","-4.399","0.065"
"1112","111","15000","-13.375","-13.375","0.325"
"1114","111","15000","-14.475","-14.475","0.105"
"1115","111","4747","-3.497","-3.497","0.25"
"1116","111","4766","-4.266","-4.266","0.1"
"1117","111","4761","-4.761","-4.761","0"
"1119","111","4789","-4.3389999999999995","-4.3389999999999995","0.09"
"1118","111","4748","-4.373","-4.373","0.075"
"1120","111","4774","-3.874","-3.874","0.18"
"1121","112","4711","-3.261","-3.261","0.29"
"1125","112","15000","-13.1","-13.1","0.38"
"1122","112","4713","-4.313","-4.313","0.08"
"1123","112","4696","-3.2959999999999994","-3.2959999999999994","0.28"
"1124","112","4750","-4.45","-4.45","0.06"
"1128","112","15000","-14.625","-14.625","0.075"
"1127","112","7939","-6.964","-6.964","0.195"
"1126","112","4753","-4.0280000000000005","-4.0280000000000005","0.145"
"1129","112","7483","-6.257999999999999","-6.257999999999999","0.245"
"1130","112","4720","-4.095","-4.095","0.125"
"1131","113","15000","-14.725","-14.725","0.055"
"1133","113","4739","-3.9139999999999997","-3.9139999999999997","0.165"
"1132","113","4750","-4.725","-4.725","0.005"
"1134","113","4733","-4.082999999999999","-4.082999999999999","0.13"
"1135","113","4758","-4.583","-4.583","0.035"
"1136","113","4751","-3.8510000000000004","-3.8510000000000004","0.18"
"1137","113","4770","-4.045","-4.045","0.145"
"1138","113","15000","-14.975","-14.975","0.005"
"1143","114","15000","-14.875","-14.875","0.025"
"1139","113","4727","-4.0520000000000005","-4.0520000000000005","0.135"
"1140","113","10455","-9.98","-9.98","0.095"
"1141","114","4744","-4.769","-4.769","0.195"
"1142","114","4783","-4.408","-4.408","0.075"
"1144","114","4695","-4.045","-4.045","0.13"
"1145","114","4732","-4.582","-4.582","0.03"
"1146","114","15000","-16.55","-16.55","0.09"
"1148","114","4743","-4.4430000000000005","-4.4430000000000005","0.06"
"1147","114","4748","-3.498","-3.498","0.25"
"1149","114","4750","-6.75","-6.75","0"
"1150","114","4784","-4.034","-4.034","0.15"
"1151","115","4763","-4.7379999999999995","-4.7379999999999995","0.005"
"1154","115","15000","-15.975","-15.975","0.005"
"1152","115","15000","-14.775","-14.775","0.045"
"1153","115","9708","-10.858","-10.858","0.17"
"1158","115","15000","-13.75","-13.75","0.25"
"1159","115","15000","-15","-15","0"
"1155","115","14359","-13.634","-13.634","0.145"
"1156","115","4725","-4.25","-4.25","0.095"
"1157","115","15000","-14.8","-14.8","0.04"
"1160","115","4722","-4.497000000000001","-4.497000000000001","0.045"
"1167","116","15000","-14.875","-14.875","0.025"
"1161","116","4774","-4.424","-4.424","0.07"
"1162","116","4742","-4.592","-4.592","0.03"
"1163","116","4739","-4.539","-4.539","0.04"
"1165","116","4771","-4.021","-4.021","0.15"
"1164","116","4715","-4.1899999999999995","-4.1899999999999995","0.105"
"1166","116","4756","-3.606","-3.606","0.23"
"1170","116","15000","-14.775","-14.775","0.045"
"1168","116","4748","-4.698","-4.698","0.01"
"1169","116","4751","-4.7010000000000005","-4.7010000000000005","0.01"
"1171","117","4716","-4.166","-4.166","0.11"
"1173","117","9337","-9.087","-9.087","0.05"
"1172","117","4757","-4.481999999999999","-4.481999999999999","0.055"
"1174","117","4721","-4.621","-4.621","0.02"
"1175","117","4744","-4.644","-4.644","0.02"
"1176","117","4747","-4.547","-4.547","0.04"
"1177","117","4756","-3.8310000000000004","-3.8310000000000004","0.185"
"1178","117","15000","-14.95","-14.95","0.01"
"1184","118","15000","-14.8","-14.8","0.04"
"1179","117","4745","-3.5700000000000003","-3.5700000000000003","0.235"
"1180","117","8853","-8.453","-8.453","0.08"
"1181","118","4725","-3.8749999999999996","-3.8749999999999996","0.17"
"1183","118","4719","-3.269","-3.269","0.29"
"1182","118","4748","-2.9730000000000003","-2.9730000000000003","0.355"
"1185","118","4742","-4.117","-4.117","0.125"
"1191","119","15000","-14.675","-14.675","0.065"
"1186","118","10708","-9.783","-9.783","0.185"
"1187","118","4767","-3.9920000000000004","-3.9920000000000004","0.155"
"1193","119","15000","-14.6","-14.6","0.08"
"1189","118","4745","-4.72","-4.72","0.005"
"1188","118","4780","-4.78","-4.78","0"
"1190","118","4776","-3.851","-3.851","0.185"
"1192","119","4726","-4.651","-4.651","0.015"
"1197","119","15000","-14.65","-14.65","0.07"
"1199","119","15000","-14.65","-14.65","0.07"
"1195","119","4777","-4.4270000000000005","-4.4270000000000005","0.07"
"1194","119","7444","-6.719","-6.719","0.145"
"1196","119","4740","-4.265000000000001","-4.265000000000001","0.095"
"1198","119","4738","-3.088","-3.088","0.33"
"1200","119","4738","-3.4880000000000004","-3.4880000000000004","0.25"
"1201","120","4714","-4.214","-4.214","0.1"
"1204","120","15000","-13.825","-13.825","0.235"
"1202","120","15000","-14.65","-14.65","0.07"
"1203","120","15000","-14.2","-14.2","0.16"
"1208","120","15000","-13.975","-13.975","0.205"
"1205","120","15000","-14.75","-14.75","0.05"
"1206","120","4772","-4.597","-4.597","0.035"
"1207","120","4716","-8.690999999999999","-8.690999999999999","0.005"
"1211","121","15000","-13.5","-13.5","0.3"
"1209","120","4771","-4.771","-4.771","0"
"1210","120","4746","-3.096","-3.096","0.33"
"1219","121","15000","-14.975","-14.975","0.005"
"1212","121","15000","-13.825","-13.825","0.235"
"1214","121","4739","-3.389","-3.389","0.27"
"1213","121","14463","-15.613","-15.613","0.17"
"1215","121","15000","-14.775","-14.775","0.045"
"1217","121","4749","-3.4989999999999997","-3.4989999999999997","0.25"
"1216","121","15000","-14.75","-14.75","0.05"
"1218","121","4747","-4.022","-4.022","0.145"
"1220","121","4715","-3.2649999999999997","-3.2649999999999997","0.29"
"1221","122","4761","-6.4110000000000005","-6.4110000000000005","0.07"
"1222","122","15000","-14.225","-14.225","0.155"
"1223","122","4762","-4.111999999999999","-4.111999999999999","0.13"
"1224","122","4719","-4.494000000000001","-4.494000000000001","0.045"
"1225","122","4740","-4.315","-4.315","0.085"
"1226","122","15000","-15.7","-15.7","0.06"
"1227","122","4770","-4.345","-4.345","0.085"
"1232","123","15000","-18.9","-18.9","0.22"
"1233","123","15000","-14.7","-14.7","0.06"
"1228","122","7343","-5.943","-5.943","0.28"
"1231","123","4731","-3.756","-3.756","0.195"
"1230","122","4744","-4.694","-4.694","0.01"
"1229","122","4717","-4.066999999999999","-4.066999999999999","0.13"
"1235","123","4738","-4.213","-4.213","0.105"
"1234","123","15000","-15.45","-15.45","0.31"
"1240","123","15000","-14.375","-14.375","0.125"
"1236","123","4718","-4.143","-4.143","0.115"
"1237","123","8017","-7.191999999999999","-7.191999999999999","0.165"
"1238","123","11389","-10.338999999999999","-10.338999999999999","0.21"
"1241","124","4776","-4.601","-4.601","0.035"
"1239","123","4727","-4.252000000000001","-4.252000000000001","0.095"
"1243","124","4748","-4.098","-4.098","0.13"
"1242","124","4762","-3.6369999999999996","-3.6369999999999996","0.225"
"1244","124","15000","-13.95","-13.95","0.21"
"1248","124","15000","-13.825","-13.825","0.235"
"1246","124","4704","-4.428999999999999","-4.428999999999999","0.055"
"1245","124","4727","-3.0520000000000005","-3.0520000000000005","0.335"
"1247","124","4767","-4.3420000000000005","-4.3420000000000005","0.085"
"1249","124","4736","-4.511","-4.511","0.045"
"1254","125","15000","-14.6","-14.6","0.08"
"1250","124","4759","-4.359","-4.359","0.08"
"1251","125","4725","-3.6999999999999997","-3.6999999999999997","0.205"
"1252","125","4721","-4.246","-4.246","0.095"
"1253","125","4745","-4.6450000000000005","-4.6450000000000005","0.02"
"1255","125","4750","-3.45","-3.45","0.26"
"1256","125","15000","-14.45","-14.45","0.11"
"1257","125","15000","-14.675","-14.675","0.065"
"1258","125","4739","-4.439","-4.439","0.06"
"1259","125","4762","-3.4369999999999994","-3.4369999999999994","0.265"
"1261","126","4746","-4.371","-4.371","0.075"
"1260","125","4758","-3.533","-3.533","0.245"
"1262","126","4738","-4.688000000000001","-4.688000000000001","0.01"
"1264","126","4753","-4.228","-4.228","0.105"
"1263","126","4732","-3.857","-3.857","0.175"
"1265","126","15000","-13.675","-13.675","0.265"
"1270","126","15000","-14.9","-14.9","0.02"
"1266","126","15000","-14.35","-14.35","0.13"
"1272","127","15000","-14.85","-14.85","0.03"
"1267","126","15000","-14.325","-14.325","0.135"
"1268","126","4731","-3.4059999999999997","-3.4059999999999997","0.265"
"1269","126","15000","-14.975","-14.975","0.005"
"1271","127","4742","-4.417","-4.417","0.065"
"1274","127","4754","-4.154","-4.154","0.12"
"1273","127","15000","-16.85","-16.85","0.03"
"1275","127","4748","-3.8480000000000003","-3.8480000000000003","0.18"
"1277","127","4734","-4.609","-4.609","0.025"
"1276","127","15000","-14.65","-14.65","0.07"
"1278","127","13709","-12.783999999999999","-12.783999999999999","0.185"
"1279","127","15000","-14.825","-14.825","0.035"
"1280","127","15000","-14.925","-14.925","0.015"
"1283","128","15000","-14.875","-14.875","0.025"
"1281","128","15000","-14.5","-14.5","0.1"
"1282","128","4730","-4.505000000000001","-4.505000000000001","0.045"
"1284","128","4771","-4.1209999999999996","-4.1209999999999996","0.13"
"1286","128","4737","-2.9370000000000003","-2.9370000000000003","0.36"
"1285","128","15000","-14.575","-14.575","0.085"
"1287","128","4760","-4.609999999999999","-4.609999999999999","0.03"
"1289","128","4714","-4.439","-4.439","0.055"
"1288","128","6870","-5.57","-5.57","0.26"
"1290","128","4714","-3.7390000000000003","-3.7390000000000003","0.195"
"1295","129","15000","-14.775","-14.775","0.045"
"1291","129","5110","-5.785","-5.785","0.265"
"1292","129","4777","-3.2520000000000002","-3.2520000000000002","0.305"
"1293","129","13342","-12.917","-12.917","0.085"
"1294","129","4769","-4.394","-4.394","0.075"
"1296","129","4746","-4.496","-4.496","0.05"
"1297","129","15000","-14.25","-14.25","0.15"
"1299","129","4748","-4.323","-4.323","0.085"
"1298","129","4721","-4.421","-4.421","0.06"
"1300","129","4755","-3.205","-3.205","0.31"
"1301","130","4765","-7.239999999999999","-7.239999999999999","0.105"
"1302","130","13962","-13.462","-13.462","0.1"
"1303","130","7073","-6.973000000000001","-6.973000000000001","0.02"
"1304","130","4735","-3.2100000000000004","-3.2100000000000004","0.305"
"1305","130","4744","-4.169","-4.169","0.115"
"1311","131","15000","-14.125","-14.125","0.175"
"1306","130","4766","-3.141","-3.141","0.325"
"1307","130","4732","-3.757","-3.757","0.195"
"1308","130","4760","-4.71","-4.71","0.01"
"1309","130","4732","-3.2570000000000006","-3.2570000000000006","0.295"
"1310","130","15000","-13.4","-13.4","0.32"
"1312","131","7035","-6.11","-6.11","0.185"
"1313","131","4790","-4.24","-4.24","0.11"
"1314","131","4720","-4.069999999999999","-4.069999999999999","0.13"
"1315","131","4757","-3.457","-3.457","0.26"
"1316","131","12665","-12.19","-12.19","0.095"
"1318","131","4715","-4.415","-4.415","0.06"
"1317","131","15000","-14.875","-14.875","0.025"
"1319","131","4785","-3.585","-3.585","0.24"
"1320","131","4766","-3.641","-3.641","0.225"
"1323","132","15000","-13.3","-13.3","0.34"
"1321","132","4721","-4.296","-4.296","0.085"
"1326","132","15000","-14.6","-14.6","0.08"
"1327","132","15000","-14.05","-14.05","0.19"
"1322","132","4777","-4.477","-4.477","0.06"
"1324","132","4723","-4.523","-4.523","0.04"
"1330","132","15000","-15","-15","0"
"1325","132","9173","-8.848","-8.848","0.065"
"1331","133","15000","-13.925","-13.925","0.215"
"1328","132","15000","-14.55","-14.55","0.09"
"1329","132","15000","-13.8","-13.8","0.24"
"1332","133","4740","-4.515000000000001","-4.515000000000001","0.045"
"1333","133","9334","-8.709","-8.709","0.125"
"1337","133","15000","-14.1","-14.1","0.18"
"1335","133","4735","-3.1350000000000002","-3.1350000000000002","0.32"
"1334","133","4718","-3.093","-3.093","0.325"
"1336","133","12493","-11.893","-11.893","0.12"
"1338","133","4757","-6.082","-6.082","0.135"
"1344","134","15000","-14.175","-14.175","0.165"
"1339","133","4742","-4.542","-4.542","0.04"
"1340","133","4747","-4.322","-4.322","0.085"
"1341","134","4728","-4.128","-4.128","0.12"
"1342","134","15000","-14.55","-14.55","0.09"
"1343","134","4723","-3.698","-3.698","0.205"
"1345","134","4744","-4.119","-4.119","0.125"
"1347","134","15000","-13.8","-13.8","0.24"
"1346","134","9477","-9.352","-9.352","0.025"
"1353","135","15000","-14.9","-14.9","0.02"
"1348","134","15000","-14.275","-14.275","0.145"
"1349","134","4715","-4.4399999999999995","-4.4399999999999995","0.055"
"1350","134","4773","-3.0729999999999995","-3.0729999999999995","0.34"
"1352","135","9967","-8.417","-8.417","0.31"
"1351","135","15000","-14.175","-14.175","0.165"
"1354","135","4789","-4.564","-4.564","0.045"
"1355","135","15000","-16.425","-16.425","0.115"
"1360","135","15000","-13.625","-13.625","0.275"
"1356","135","4750","-3.65","-3.65","0.22"
"1362","136","15000","-13.375","-13.375","0.325"
"1358","135","4724","-3.974","-3.974","0.15"
"1357","135","4719","-4.594","-4.594","0.025"
"1359","135","4757","-3.9819999999999998","-3.9819999999999998","0.155"
"1361","136","4764","-3.414","-3.414","0.27"
"1364","136","4750","-3.8","-3.8","0.19"
"1363","136","15000","-14.65","-14.65","0.07"
"1365","136","15000","-14.5","-14.5","0.1"
"1366","136","4764","-4.764","-4.764","0"
"1367","136","15000","-14.725","-14.725","0.055"
"1368","136","15000","-14.5","-14.5","0.1"
"1369","136","4745","-4.345","-4.345","0.08"
"1371","137","15000","-13.7","-13.7","0.26"
"1370","136","15000","-14.275","-14.275","0.145"
"1372","137","15000","-14.6","-14.6","0.08"
"1373","137","5090","-4.915","-4.915","0.035"
"1375","137","4756","-4.181","-4.181","0.115"
"1374","137","4737","-4.362","-4.362","0.075"
"1376","137","15000","-13.675","-13.675","0.265"
"1378","137","4742","-3.717","-3.717","0.205"
"1379","137","4752","-4.351999999999999","-4.351999999999999","0.08"
"1377","137","15000","-13.25","-13.25","0.35"
"1382","138","15000","-13.9","-13.9","0.22"
"1380","137","4739","-4.664","-4.664","0.015"
"1381","138","15000","-14.725","-14.725","0.055"
"1383","138","4748","-4.348","-4.348","0.08"
"1384","138","4714","-3.4140000000000006","-3.4140000000000006","0.26"
"1386","138","4698","-4.348000000000001","-4.348000000000001","0.07"
"1387","138","4727","-4.352","-4.352","0.075"
"1385","138","15000","-14.7","-14.7","0.06"
"1388","138","4761","-4.611","-4.611","0.03"
"1392","139","15000","-14.9","-14.9","0.02"
"1389","138","4722","-3.9720000000000004","-3.9720000000000004","0.15"
"1390","138","4731","-4.256","-4.256","0.095"
"1393","139","15000","-14.925","-14.925","0.015"
"1391","139","15000","-14.95","-14.95","0.01"
"1395","139","4761","-4.736","-4.736","0.005"
"1394","139","15000","-14.725","-14.725","0.055"
"1396","139","4751","-3.3760000000000003","-3.3760000000000003","0.275"
"1398","139","4745","-4.22","-4.22","0.105"
"1397","139","10961","-10.811","-10.811","0.03"
"1400","139","4710","-3.96","-3.96","0.15"
"1399","139","9892","-9.142","-9.142","0.15"
"1401","140","4752","-4.577","-4.577","0.035"
"1402","140","4767","-4.242","-4.242","0.105"
"1403","140","4749","-4.074","-4.074","0.135"
"1404","140","4782","-3.657","-3.657","0.225"
"1409","140","15000","-14.65","-14.65","0.07"
"1405","140","4739","-4.5889999999999995","-4.5889999999999995","0.03"
"1408","140","4734","-4.534","-4.534","0.04"
"1406","140","15000","-13.35","-13.35","0.33"
"1407","140","15000","-13.4","-13.4","0.32"
"1410","140","4726","-6.551","-6.551","0.235"
"1411","141","4730","-4.655","-4.655","0.015"
"1412","141","4753","-4.753","-4.753","0"
"1413","141","4805","-6.529999999999999","-6.529999999999999","0.055"
"1414","141","4743","-4.243","-4.243","0.1"
"1415","141","15000","-14.775","-14.775","0.045"
"1416","141","4771","-4.321","-4.321","0.09"
"1417","141","4748","-4.448","-4.448","0.06"
"1420","141","15000","-14.2","-14.2","0.16"
"1418","141","4703","-3.478","-3.478","0.245"
"1419","141","4787","-4.412","-4.412","0.075"
"1421","142","7759","-6.384","-6.384","0.275"
"1422","142","15000","-14.425","-14.425","0.115"
"1423","142","4743","-4.493","-4.493","0.05"
"1424","142","4753","-4.753","-4.753","0"
"1425","142","4763","-7.463","-7.463","0.06"
"1426","142","15000","-14.875","-14.875","0.025"
"1427","142","4725","-3.925","-3.925","0.16"
"1432","143","15000","-14","-14","0.2"
"1428","142","4739","-3.614","-3.614","0.225"
"1429","142","4749","-4.1739999999999995","-4.1739999999999995","0.115"
"1430","142","4756","-4.156000000000001","-4.156000000000001","0.12"
"1431","143","15000","-14.675","-14.675","0.065"
"1433","143","15000","-18.6","-18.6","0.08"
"1434","143","4744","-3.8939999999999997","-3.8939999999999997","0.17"
"1435","143","4723","-3.473","-3.473","0.25"
"1436","143","4744","-4.519","-4.519","0.045"
"1437","143","4748","-3.798","-3.798","0.19"
"1438","143","4734","-4.609","-4.609","0.025"
"1442","144","15000","-13.5","-13.5","0.3"
"1439","143","4723","-3.423","-3.423","0.26"
"1440","143","4748","-4.723","-4.723","0.005"
"1441","144","4774","-7.549","-7.549","0.045"
"1443","144","4777","-2.927","-2.927","0.37"
"1447","144","15000","-14.4","-14.4","0.32"
"1444","144","15000","-14.225","-14.225","0.155"
"1450","144","15000","-13.625","-13.625","0.275"
"1445","144","15000","-13.925","-13.925","0.215"
"1446","144","4737","-4.412","-4.412","0.065"
"1448","144","15000","-13.9","-13.9","0.22"
"1449","144","15000","-16.825","-16.825","0.235"
"1451","145","4746","-3.2210000000000005","-3.2210000000000005","0.305"
"1452","145","4755","-3.3549999999999995","-3.3549999999999995","0.28"
"1453","145","4756","-4.206","-4.206","0.11"
"1454","145","4735","-3.3850000000000002","-3.3850000000000002","0.27"
"1455","145","15000","-14.1","-14.1","0.18"
"1456","145","4754","-4.228999999999999","-4.228999999999999","0.105"
"1457","145","15000","-14.825","-14.825","0.035"
"1458","145","7278","-6.327999999999999","-6.327999999999999","0.19"
"1459","145","10862","-9.562","-9.562","0.26"
"1460","145","4721","-4.121","-4.121","0.12"
"1465","146","15000","-14.925","-14.925","0.015"
"1461","146","9164","-7.763999999999999","-7.763999999999999","0.28"
"1462","146","4726","-4.251","-4.251","0.095"
"1463","146","8656","-7.681000000000001","-7.681000000000001","0.195"
"1464","146","4761","-4.611","-4.611","0.03"
"1466","146","15000","-14.675","-14.675","0.065"
"1467","146","4791","-3.2660000000000005","-3.2660000000000005","0.305"
"1468","146","15000","-14.2","-14.2","0.16"
"1469","146","15000","-14.5","-14.5","0.1"
"1471","147","4775","-4.45","-4.45","0.065"
"1470","146","14793","-13.767999999999999","-13.767999999999999","0.205"
"1472","147","4745","-4.12","-4.12","0.125"
"1473","147","4740","-4.640000000000001","-4.640000000000001","0.02"
"1474","147","4731","-7.5809999999999995","-7.5809999999999995","0.03"
"1480","147","15000","-14.675","-14.675","0.065"
"1481","148","15000","-13.625","-13.625","0.275"
"1475","147","4727","-3.0020000000000007","-3.0020000000000007","0.345"
"1476","147","4756","-4.456","-4.456","0.06"
"1477","147","4746","-2.9460000000000006","-2.9460000000000006","0.36"
"1478","147","4732","-4.382000000000001","-4.382000000000001","0.07"
"1479","147","4797","-3.6719999999999997","-3.6719999999999997","0.225"
"1482","148","15000","-14.8","-14.8","0.04"
"1483","148","4761","-4.5360000000000005","-4.5360000000000005","0.045"
"1484","148","15000","-14.65","-14.65","0.07"
"1485","148","4745","-4.62","-4.62","0.025"
"1486","148","4751","-4.751","-4.751","0"
"1487","148","4758","-4.183","-4.183","0.115"
"1488","148","4738","-4.163","-4.163","0.115"
"1489","148","4741","-4.241","-4.241","0.1"
"1490","148","4772","-4.547000000000001","-4.547000000000001","0.045"
"1496","149","15000","-13.95","-13.95","0.21"
"1491","149","4747","-4.447","-4.447","0.06"
"1493","149","11804","-11.804","-11.804","0"
"1492","149","15000","-13.375","-13.375","0.325"
"1494","149","15000","-14.725","-14.725","0.055"
"1495","149","4790","-3.515","-3.515","0.255"
"1497","149","10792","-10.592","-10.592","0.04"
"1498","149","4718","-4.343","-4.343","0.075"
"1504","150","15000","-14.675","-14.675","0.065"
"1505","150","15000","-13.475","-13.475","0.305"
"1500","149","4776","-4.151","-4.151","0.125"
"1499","149","15000","-13.45","-13.45","0.31"
"1501","150","4796","-4.746","-4.746","0.01"
"1503","150","4756","-4.281000000000001","-4.281000000000001","0.095"
"1502","150","4748","-3.173","-3.173","0.315"
"1506","150","15000","-13.525","-13.525","0.295"
"1512","151","15000","-14.95","-14.95","0.01"
"1507","150","15000","-13.925","-13.925","0.215"
"1509","150","4748","-4.223","-4.223","0.105"
"1508","150","10385","-9.334999999999999","-9.334999999999999","0.21"
"1510","150","4727","-4.727","-4.727","0"
"1511","151","4716","-3.591","-3.591","0.225"
"1513","151","14598","-13.148000000000001","-13.148000000000001","0.29"
"1515","151","15000","-14.525","-14.525","0.095"
"1514","151","4782","-4.007","-4.007","0.155"
"1520","151","15000","-14.4","-14.4","0.12"
"1516","151","4745","-4.67","-4.67","0.015"
"1523","152","15000","-13.575","-13.575","0.285"
"1518","151","4728","-4.577999999999999","-4.577999999999999","0.03"
"1517","151","15000","-14.125","-14.125","0.175"
"1519","151","4783","-4.308000000000001","-4.308000000000001","0.095"
"1522","152","4865","-4.74","-4.74","0.025"
"1521","152","4737","-7.287","-7.287","0.09"
"1524","152","4723","-6.1979999999999995","-6.1979999999999995","0.105"
"1530","152","15000","-14.15","-14.15","0.17"
"1531","153","15000","-14.65","-14.65","0.07"
"1525","152","11113","-11.013","-11.013","0.02"
"1526","152","13982","-12.331999999999999","-12.331999999999999","0.33"
"1527","152","4725","-4.0249999999999995","-4.0249999999999995","0.14"
"1528","152","15000","-14.775","-14.775","0.045"
"1529","152","15000","-14.8","-14.8","0.04"
"1532","153","4786","-4.436","-4.436","0.07"
"1533","153","4778","-3.2279999999999998","-3.2279999999999998","0.31"
"1534","153","4946","-4.521","-4.521","0.085"
"1535","153","4775","-4.65","-4.65","0.025"
"1536","153","4725","-8.825","-8.825","0.18"
"1540","153","15000","-14.375","-14.375","0.125"
"1538","153","4784","-4.7589999999999995","-4.7589999999999995","0.005"
"1537","153","7692","-5.867","-5.867","0.365"
"1539","153","4740","-4.465","-4.465","0.055"
"1542","154","15000","-14.4","-14.4","0.12"
"1545","154","15000","-12.9","-12.9","0.42"
"1541","154","4759","-3.6590000000000003","-3.6590000000000003","0.22"
"1543","154","4769","-4.269","-4.269","0.1"
"1544","154","4731","-5.3309999999999995","-5.3309999999999995","0.08"
"1547","154","8990","-8.99","-8.99","0"
"1546","154","4725","-3.8499999999999996","-3.8499999999999996","0.175"
"1548","154","7385","-7.21","-7.21","0.035"
"1551","155","15000","-14.15","-14.15","0.17"
"1549","154","9105","-8.555","-8.555","0.11"
"1550","154","4796","-4.221","-4.221","0.115"
"1554","155","15000","-14.8","-14.8","0.04"
"1552","155","15000","-14.775","-14.775","0.045"
"1553","155","15000","-14.225","-14.225","0.155"
"1555","155","5272","-5.247","-5.247","0.005"
"1556","155","4757","-4.106999999999999","-4.106999999999999","0.13"
"1559","155","15000","-14.325","-14.325","0.135"
"1557","155","9622","-7.947","-7.947","0.335"
"1558","155","15000","-13.975","-13.975","0.205"
"1563","156","15000","-14.925","-14.925","0.015"
"1560","155","4717","-4.492","-4.492","0.045"
"1561","156","4757","-4.6819999999999995","-4.6819999999999995","0.015"
"1562","156","4734","-4.434","-4.434","0.06"
"1565","156","4745","-3.845","-3.845","0.18"
"1564","156","4732","-4.157","-4.157","0.115"
"1566","156","4745","-4.57","-4.57","0.035"
"1570","156","15000","-13.425","-13.425","0.315"
"1567","156","4781","-4.0809999999999995","-4.0809999999999995","0.14"
"1568","156","4738","-4.388000000000001","-4.388000000000001","0.07"
"1569","156","15000","-14.825","-14.825","0.035"
"1571","157","4739","-4.614","-4.614","0.025"
"1572","157","4742","-2.842","-2.842","0.38"
"1573","157","4764","-5.189","-5.189","0.315"
"1574","157","4762","-4.462","-4.462","0.06"
"1575","157","4748","-4.373","-4.373","0.075"
"1579","157","15000","-14.775","-14.775","0.045"
"1576","157","15000","-14.7","-14.7","0.06"
"1577","157","15000","-14.4","-14.4","0.12"
"1578","157","15000","-14.6","-14.6","0.08"
"1581","158","15000","-14.55","-14.55","0.09"
"1582","158","15000","-14.875","-14.875","0.025"
"1580","157","13237","-12.737","-12.737","0.1"
"1586","158","15000","-13.125","-13.125","0.375"
"1583","158","15000","-13.975","-13.975","0.205"
"1584","158","11417","-11.292","-11.292","0.025"
"1585","158","15000","-13.875","-13.875","0.225"
"1588","158","4759","-4.159000000000001","-4.159000000000001","0.12"
"1589","158","4729","-3.404","-3.404","0.265"
"1587","158","4761","-3.536","-3.536","0.245"
"1590","158","4695","-4.295","-4.295","0.08"
"1591","159","4771","-4.4959999999999996","-4.4959999999999996","0.055"
"1592","159","4722","-4.247000000000001","-4.247000000000001","0.095"
"1593","159","4741","-4.366","-4.366","0.075"
"1594","159","4731","-4.381","-4.381","0.07"
"1596","159","4766","-3.516","-3.516","0.25"
"1595","159","9084","-8.134","-8.134","0.19"
"1597","159","4748","-4.623","-4.623","0.025"
"1600","159","15000","-16.825","-16.825","0.035"
"1598","159","4747","-4.5969999999999995","-4.5969999999999995","0.03"
"1599","159","4739","-4.489","-4.489","0.05"
"1601","160","15000","-14.5","-14.5","0.1"
"1602","160","4753","-4.2780000000000005","-4.2780000000000005","0.095"
"1603","160","15000","-14.675","-14.675","0.065"
"1605","160","11700","-10.774999999999999","-10.774999999999999","0.185"
"1604","160","15000","-14.2","-14.2","0.16"
"1606","160","12985","-11.684999999999999","-11.684999999999999","0.26"
"1607","160","4759","-4.4590000000000005","-4.4590000000000005","0.06"
"1610","160","15000","-14.925","-14.925","0.015"
