"BehaviorSpace results (NetLogo 6.0.4)"
"baseline.nlogo"
"threat baseline run"
"03/25/2019 22:48:50:776 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","experiment-number","random-seed","[step]","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev"
"147","16","5","4279","0","561.1245308361592","100","11.695037485588806","11.441322597012515"
"150","19","5","4777","2","303.51851497260395","100","11.16071551534764","8.114351151855319"
"151","20","5","3267","0","981.3752478215805","100","13.355432092403035","10.812644861651455"
"153","22","5","3365","0","664.0950762412028","100","11.083424895644244","9.308406198042086"
"154","23","5","4229","0","858.7473447209541","100","16.900438183963495","11.05961034058617"
"157","26","5","4643","0","97.0048923437018","100","6.077570442123158","5.5116715445359175"
"156","25","5","4117","0","968.7766157306389","100","17.788306057870813","16.89894239552609"
"155","24","5","3763","0","212.02648485755714","100","9.58170178350626","6.745011506641307"
"152","21","5","5141","2","141.07368473071983","100","11.944017144558657","8.051063009775403"
"158","27","5","3500","0","103.8119559481875","100","2.819561331432534","3.1619907960926326"
"159","28","5","4247","0","895.5304016291951","100","33.02759776708679","19.820963028035248"
"160","29","5","3525","2","428.4666789420378","100","26.057593829279167","19.07658483619889"
"161","30","5","3379","0","420.4262782810269","100","19.038673081899553","13.312423105261908"
"162","31","5","4180","0","328.99083207473524","100","33.269852414994396","18.02424021878258"
"164","33","5","3510","0","580.4860891108561","100","30.352686502614546","17.20219216608743"
"165","34","5","4336","0","766.4920004749468","18","68.7935782115382","15.243722996640205"
"163","32","5","4955","0","842.4816331521081","100","8.258567436404107","4.7936736497258305"
"166","35","5","4088","0","811.0853806386965","99","37.96020899211047","27.25157706221598"
"167","36","5","3424","0","964.6297515746912","100","6.2269044649347425","6.521021462647538"
"168","37","5","3486","0","139.91805938600487","47","9.081174555308115","3.8447543371201207"
"170","39","5","3906","0","56.40158872739281","98","5.386921375956213","3.201224368686615"
"169","38","5","3697","2","251.0628337473907","100","4.612189597486937","5.147706783948265"
"171","40","5","4333","0","254.02390264157887","96","9.802904909005466","9.617460229401445"
"173","42","5","3276","0","1061.0631780142144","59","27.10967304043171","47.4951325089748"
"174","43","5","3750","0","566.4941397273858","100","40.12512141379483","30.85514370478298"
"172","41","5","4411","0","500.31186812911983","100","30.538582344912665","14.712414698715364"
"176","45","5","4421","0","30.515837074619615","100","0.7755941240736945","0.5424359556375072"
"175","44","5","3684","0","484.73716055591126","99","10.086178063547042","5.300123427583221"
"177","46","5","3959","0","779.5650052631113","100","38.24473904246586","39.9350116562177"
"179","48","5","3649","0","704.9259698413669","100","10.31024724791801","7.313237127560216"
"180","49","5","5889","0","1437.2952908453121","81","68.12358542901839","39.527540090488806"
"181","50","5","5422","3","503.8468326424454","100","27.407277243006096","14.56396007914303"
"182","51","5","7078","0","973.9125927074283","100","19.529169192852283","9.02335144446154"
"178","47","5","4640","2","204.55646414285457","100","3.49451884437972","1.37583333455133"
"185","54","5","4855","0","98.97832916151259","63","13.32328762402758","2.7600376519134584"
"184","53","5","10538","0","471.303415452559","100","30.31261445647111","21.70600591654141"
"186","55","5","9746","1","1054.4261024953241","91","73.69779571912146","51.3894792282379"
"187","56","5","6069","0","204.5275428539969","100","8.227956853363535","3.9598347796085145"
