"BehaviorSpace results (NetLogo 6.0.4)"
"straight-run-trial.nlogo"
"baseline1"
"01/03/2019 08:41:31:731 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio","number-of-collisions","max-nav-error","count mine-contacts"
"1420","141","15000","-14.225","-24.084787963192795","0.155","0","5588.970605598894","31"
"1418","141","6713","-3.8880000000000003","-14.79589353568449","0.565","0","4127.67401407175","113"
"1416","141","13726","-9.251000000000001","-19.68316643981821","0.895","0","2822.7252052073795","179"
"1419","141","3288","1.6120000000000005","-1.443562877724295","0.98","0","1998.407999633307","196"
"1422","142","15000","-13.8","-23.734496087347328","0.24","0","4082.762305829938","48"
"1421","142","12061","-9.936","-32.442423490426066","0.425","0","2439.8153118416235","85"
"1423","142","10145","-8.719999999999999","-32.386012104607275","0.285","0","3352.9653401134337","57"
"1427","142","15000","-12.15","-64.61171803616615","0.57","0","4078.6930140833306","114"
"1429","142","15000","-13.575","-23.061605947258037","0.285","0","3187.6725385802556","57"
"1424","142","6978","-3.1029999999999998","-19.104401658959908","0.775","0","1228.5747887141933","155"
"1425","142","6933","-2.208","-9.450161508643083","0.945","0","902.7644900830162","189"
"1426","142","14628","-13.403","-29.57544748861575","0.245","0","4196.674640707339","49"
"1428","142","6951","-5.176","-52.45606808665242","0.355","0","3240.7208262588147","71"
"1435","143","15000","-14.05","-27.492367178124375","0.19","0","5588.614581357029","38"
"1430","142","10734","-7.984","-18.333417899177036","0.55","0","2879.397809435473","110"
"1431","143","3675","-0.6749999999999998","-10.977123644572782","0.6","0","2575.294809197201","120"
"1432","143","3682","0.24300000000000033","-13.586247411468213","0.785","0","1144.196144083383","157"
"1437","143","15000","-13.225","-24.20124395771125","0.355","0","5587.494102693135","71"
"1433","143","3684","0.5409999999999995","-7.696459887558334","0.845","0","682.6749215078114","169"
"1434","143","15000","-11.825","-21.987638501686327","0.635","0","2500.7174526046037","127"
"1436","143","15000","-11.35","-19.74101312336976","0.73","0","2452.0284256546665","146"
"1438","143","3665","-0.6150000000000002","-8.197140770494892","0.61","0","3099.72162800101","122"
"1439","143","15000","-12.375","-20.101443194575225","0.525","0","2154.4543568526983","105"
"1440","143","3675","-3.25","-20.271445136492822","0.485","2","1146.946710197674","97"
"1442","144","4573","-1.4480000000000004","-14.437087159484037","0.625","0","918.8751370242549","125"
"1441","144","4574","0.42600000000000016","-2.260941702940212","1","0","1187.6456086425248","200"
"1445","144","15000","-13.65","-19.685315733562838","0.27","0","2654.69052011955","54"
"1443","144","4569","-1.8689999999999998","-10.857831832383392","0.54","0","1816.6572219181082","108"
"1444","144","4587","-1.9869999999999997","-11.770641451309594","0.52","0","1756.121068743307","104"
"1446","144","5770","-3.4449999999999994","-10.175513142024862","0.865","2","2715.0359373481792","173"
"1447","144","5377","-0.9020000000000001","-9.529982679822403","0.895","0","2789.6690494329214","179"
"1448","144","4559","-1.6590000000000003","-15.823457250986166","0.58","0","3584.950866151972","116"
"1449","144","4583","-2.5080000000000005","-12.583301148720023","0.415","0","3714.451650039268","83"
"1451","145","5093","-0.21799999999999997","-5.023281022832803","0.975","0","392.36192011945747","195"
"1452","145","5129","-0.25399999999999956","-4.684533041775813","0.975","0","1472.950541266956","195"
"1450","144","4578","-1.8530000000000002","-11.950235501982823","0.545","0","1248.0797003326347","109"
"1453","145","5142","-0.39200000000000035","-8.560619847779286","0.95","0","1496.5079463288093","190"
"1454","145","5069","-0.7190000000000003","-8.139540099996527","0.87","0","931.9293192848907","174"
"1455","145","5107","-0.532","-6.737207334027998","0.915","0","499.6181518256594","183"
"1456","145","5113","-0.6380000000000008","-7.981765383461217","0.895","0","902.8256359771906","179"
"1457","145","5083","-0.7080000000000002","-10.048751812443902","0.875","0","1269.1418590735452","175"
"1458","145","5095","-0.4949999999999992","-6.713850377003864","0.92","0","484.65994909341305","184"
"1459","145","5129","-0.2289999999999992","-2.149816053438294","0.98","0","1404.3756016672396","196"
"1460","145","5109","-0.9340000000000002","-13.517328795482225","0.835","0","945.8902440510572","167"
"1461","146","10121","-9.471","-16.92766851209897","0.13","0","2781.708515336172","26"
"1468","146","15000","-14.525","-20.467769662192097","0.095","0","3370.467939015588","19"
"1462","146","4884","-2.7340000000000004","-6.939313821820161","0.43","0","1324.2062880966182","86"
"1463","146","6124","-3.9739999999999998","-12.29954225268353","0.43","0","887.9469514701622","86"
"1464","146","4925","-1.5249999999999995","-8.019424345811093","0.68","0","1592.6059335178247","136"
"1465","146","4916","-3.2410000000000005","-8.807105136785623","0.335","0","1915.5385058537581","67"
"1466","146","4876","-2.7760000000000002","-8.797491527920508","0.42","0","1878.2426127901092","84"
"1467","146","4894","-3.519","-13.25356076430594","0.275","0","1304.5719126314507","55"
"1469","146","4911","-3.6859999999999995","-21.84396793255321","0.245","0","1574.3735239872572","49"
"1470","146","15000","-13.275","-21.00857984931407","0.345","0","5373.039134684405","69"
"1472","147","5034","-0.20899999999999963","-6.78289807512002","0.965","0","2590.0606489038464","193"
"1471","147","5052","-0.0519999999999996","-15.367305874829192","1","0","947.6112559212196","200"
"1473","147","5051","-0.5760000000000005","-13.404147646821148","0.895","0","1619.8482450835743","179"
"1474","147","15000","-14.15","-22.669551500108575","0.77","3","2779.075581986728","154"
"1475","147","5065","-2.8400000000000003","-22.684116060525284","0.445","0","2919.6488721555143","89"
"1476","147","15000","-12.025","-19.819853876962902","0.595","0","3491.1395164212763","119"
"1477","147","5066","-0.14100000000000001","-10.219078055740349","0.985","0","2192.356619094398","197"
"1481","148","15000","-13.85","-18.306290217642722","0.23","0","3287.181289412074","46"
"1482","148","15000","-13.65","-18.678426470678673","0.27","0","4266.21003215686","54"
"1485","148","15000","-13.725","-27.295696442555716","0.255","0","2742.7590464490872","51"
"1483","148","8972","-5.247","-14.823518017093788","0.745","0","1750.3636903057745","149"
"1479","147","5050","-0.3250000000000002","-8.737519873667779","0.945","0","1437.7818914472025","189"
"1484","148","10967","-9.942","-57.427810834012554","0.205","0","3545.444308388538","41"
"1480","147","5069","-0.0940000000000003","-10.716156398649623","0.995","0","781.6454503649704","199"
"1478","147","15000","-13.05","-33.918670845479326","0.39","0","3493.922646258513","78"
"1488","148","15000","-13.625","-38.024751213628456","0.275","0","3242.7859750433204","55"
"1487","148","15000","-14.225","-19.370618446821865","0.155","0","3536.8280039819706","31"
"1486","148","15000","-14.2","-22.907290884472538","0.16","0","2499.4501071180057","32"
"1494","149","15000","-14.2","-23.184179631629675","0.16","0","2942.52586319587","32"
"1489","148","15000","-12.9","-24.931801202065586","0.42","0","4068.504533007676","84"
"1490","148","15000","-14.2","-33.79596921216498","0.16","0","2688.0388262195515","32"
"1491","149","10230","-7.505000000000001","-13.9945007131123","0.545","0","1261.6252165075753","109"
"1492","149","10256","-9.031","-18.654204642739423","0.245","0","1012.0456142252303","49"
"1493","149","10261","-7.510999999999999","-13.067606633392886","0.55","0","1084.5202727544936","110"
"1495","149","10258","-7.682999999999999","-13.940538264726467","0.515","0","917.2165589909937","103"
"1496","149","10251","-8.876","-39.2499697203477","0.275","0","1956.9264762011314","55"
"1497","149","10296","-7.145999999999999","-15.750788819175057","0.63","0","974.6875564591094","126"
"1498","149","10268","-7.9430000000000005","-21.261114427986385","0.465","0","1557.3687257232248","93"
"1501","150","2222","0.278","-15.622236062235872","0.5","0","1728.638530237777","100"
"1499","149","10243","-7.418000000000001","-16.736785689387663","0.565","0","867.2984759879854","113"
"1500","149","10231","-8.756","-16.727218964541066","0.295","0","1256.2536766099747","59"
"1502","150","2209","0.06599999999999984","-27.99375769363913","0.455","0","2402.7439078921675","91"
"1504","150","15000","-13.325","-22.746739177731676","0.335","0","2896.2881742441477","67"
"1503","150","12570","-8.695","-17.677334936390125","0.775","0","4421.687540031181","155"
"1509","150","15000","-12.775","-22.876210140484012","0.445","0","2863.1125402834014","89"
"1505","150","2241","-0.31600000000000006","-21.771995355246098","0.385","0","1422.9618760761068","77"
"1506","150","7088","-5.263","-37.811455278554305","0.365","0","2746.652702756394","73"
"1510","150","2202","0.7479999999999998","-20.53861376762307","0.59","0","1865.5526443105582","118"
"1507","150","8127","-4.877000000000001","-11.649565189294028","0.65","0","4657.5043678197335","130"
"1508","150","9363","-6.538","-19.931607395555286","0.565","0","2025.4361107700638","113"
"1511","151","5398","-3.473","-39.49975021046464","0.385","0","2452.6016499091184","77"
"1512","151","10077","-5.252","-15.794273021368944","0.965","0","1640.2401811740506","193"
"1519","151","15000","-11.75","-24.50864650929831","0.65","0","3259.445367927605","130"
"1513","151","15000","-10.675","-17.86219924239892","0.865","0","4084.6046012220513","173"
"1514","151","12906","-8.181000000000001","-14.016499782112202","0.945","0","2096.8403566050465","189"
"1516","151","5404","-1.604","-17.07415567877367","0.76","0","1366.5298262778379","152"
"1515","151","15000","-11.375","-31.91415704987582","0.725","0","1860.7155199699573","145"
"1518","151","15000","-13.65","-23.024070663505356","0.27","0","3649.002665483506","54"
"1517","151","15000","-12.1","-19.315202309581004","0.58","0","2855.1984983935204","116"
"1520","151","15000","-12.8","-36.17875778469552","0.44","0","2422.209760295102","88"
"1521","152","10533","-8.258","-28.37726927395507","0.455","0","2585.3536545188617","91"
"1522","152","3366","-2.866","-17.2183757877264","0.1","0","3549.805867777208","20"
"1524","152","2845","-0.020000000000000462","-9.876868314337585","0.565","0","573.755826851407","113"
"1523","152","7850","-5.199999999999999","-29.487208056055824","0.53","0","4927.47484594874","106"
"1525","152","2803","-1.778","-37.34086382417267","0.205","0","2840.33325121726","41"
"1526","152","5564","-5.039","-17.86054022629728","0.105","0","2640.6151713306863","21"
"1527","152","5890","-4.239999999999999","-14.66834516245332","0.33","0","1810.1155969244312","66"
"1528","152","2833","-2.008","-35.21194862877997","0.165","0","2073.5082262337796","33"
"1529","152","2818","-0.19300000000000006","-15.890499552154193","0.525","0","923.3189246406163","105"
"1530","152","2838","-0.6379999999999999","-8.83766255503747","0.44","0","2109.2113639096715","88"
"1531","153","12983","-12.558","-24.97906896533091","0.085","0","4264.672223037154","17"
"1533","153","13320","-12.345","-25.663737181872257","0.195","0","2586.101453225906","39"
"1532","153","15000","-14.525","-33.29624980398405","0.095","0","4670.596390363607","19"
"1534","153","5611","-4.286","-24.38441633339916","0.265","0","1796.6386065829151","53"
"1535","153","6088","-5.388","-53.85860666139868","0.14","0","3738.466969866124","28"
"1536","153","15000","-14.4","-22.420012433664773","0.12","0","4997.09797451109","24"
"1538","153","8122","-7.272","-15.019911843699084","0.17","0","3346.522078642216","34"
"1537","153","15000","-13.1","-22.237716757467027","0.38","0","2545.56308927969","76"
"1539","153","5543","-3.968","-32.81547353311751","0.315","0","2634.937814253595","63"
"1542","154","6984","-6.209","-30.87740078557887","0.155","0","2569.510923824804","31"
"1540","153","12744","-10.894","-33.91915613039164","0.37","0","2652.4299084548506","74"
"1541","154","15000","-14.6","-42.82902161803132","0.08","0","3187.696848468631","16"
"1543","154","3048","-1.748","-10.945996256499656","0.26","0","1460.5033472244465","52"
"1544","154","15000","-14.125","-23.169996869080492","0.175","0","2885.9385556858397","35"
"1548","154","15000","-14.625","-20.950828508497327","0.075","0","3892.373864690433","15"
"1545","154","15000","-14.825","-22.392134129722372","0.035","0","3798.5092270694204","7"
"1546","154","15000","-13.725","-17.697838186030264","0.255","0","4176.001764132802","51"
"1549","154","3047","-1.2470000000000003","-10.467741440532043","0.36","0","608.7611989208015","72"
"1550","154","3024","-2.899","-11.388149868904758","0.025","0","3576.8178487151254","5"
"1547","154","15000","-13.375","-26.35614377636286","0.325","0","3713.459910224694","65"
"1551","155","15000","-11.325","-36.557577921226994","0.735","0","2837.8306972108894","147"
"1552","155","15000","-12.225","-72.13596593899294","0.555","0","4335.797510317058","111"
"1555","155","15000","-12.475","-24.41446869705873","0.505","0","2706.5768889164","101"
"1553","155","10323","-9.023","-16.629005153056738","0.26","0","3301.153128540927","52"
"1554","155","3914","-0.01399999999999979","-8.536399118112135","0.78","0","1569.5409706136506","156"
"1557","155","3912","-1.8869999999999996","-22.978847996060168","0.405","0","2043.8353391251258","81"
"1556","155","13530","-9.955","-21.808393952320053","0.715","0","4245.984537027831","143"
"1562","156","15000","-13.15","-26.460441081260036","0.37","0","3646.9620514204335","74"
"1558","155","15000","-11.75","-21.169196658294474","0.65","0","5266.6795648332645","130"
"1560","155","4008","-2.258","-30.59403851527995","0.35","0","1629.0702714593444","70"
"1559","155","15000","-13.15","-18.963272280856312","0.37","0","3405.005751528899","74"
"1561","156","13549","-9.498999999999999","-22.693728325722088","0.81","0","2777.109287812258","162"
"1567","156","15000","-12.35","-25.09878326478397","0.53","0","4731.084409754666","106"
"1563","156","5785","-1.3849999999999998","-12.921708324690167","0.88","0","2357.746913951028","176"
"1564","156","15000","-13.775","-59.861297292906166","0.245","0","4128.060058415862","49"
"1569","156","15000","-12.6","-22.68252245577039","0.48","0","5275.474187011498","96"
"1565","156","5786","-1.311","-12.581898626491759","0.895","0","888.4284308388982","179"
"1566","156","5766","-1.5410000000000004","-10.03665353007781","0.845","0","582.9881971784446","169"
"1570","156","15000","-13.1","-24.878216363309726","0.38","0","3813.992078876666","76"
"1568","156","5762","-1.8619999999999992","-13.626661480342907","0.78","0","3166.5684985415037","156"
"1571","157","3170","1.3049999999999997","0.7611321281553725","0.895","0","154.8048476793811","179"
"1572","157","3215","0.5350000000000001","-1.649873474432758","0.75","0","487.2196598453064","150"
"1575","157","3197","0.5030000000000001","-0.20724288206889674","0.74","0","134.12851568587035","148"
"1573","157","3196","-0.09600000000000009","-1.4577088309360509","0.62","0","102.4669110483654","124"
"1574","157","3226","-0.07600000000000007","-2.376260124399324","0.63","0","272.53169046706296","126"
"1576","157","3176","0.02400000000000002","-1.0653759491598542","0.64","0","75.72578610601899","128"
"1577","157","3172","0.9279999999999995","0.08165333543451503","0.82","0","245.19185093928755","164"
"1578","157","3179","-0.254","-1.7725257964055667","0.585","0","101.20317721024014","117"
"1579","157","3209","-0.4339999999999997","-3.126361096769471","0.555","0","281.0544892454864","111"
"1580","157","3194","1.2060000000000004","0.8332426608214191","0.88","0","84.3938384798557","176"
"1581","158","2899","-1.299","-9.29146068119202","0.32","0","592.523156006462","64"
"1582","158","2900","-1.425","-8.599631016109157","0.295","0","2512.399421377862","59"
"1583","158","2896","-2.421","-8.656949872976474","0.095","0","1087.4559116568971","19"
"1584","158","2907","-1.857","-7.856449843412452","0.21","0","1334.5021786363043","42"
"1585","158","2889","-2.0889999999999995","-7.564059786198961","0.16","0","1090.6299058538818","32"
"1586","158","2909","-2.4339999999999997","-16.848340522336056","0.095","0","1986.723485444667","19"
"1587","158","2905","-2.0799999999999996","-10.879334494732099","0.165","0","1245.9701885368097","33"
"1588","158","4742","-4.192","-35.77034513068619","0.11","0","2250.3017658916424","22"
"1589","158","2904","-1.329","-8.698674303654379","0.315","0","1393.5441350468313","63"
"1590","158","2908","-2.033","-11.538877939189366","0.175","0","1540.5683163272772","35"
"1592","159","5708","-3.108","-10.82390406833649","0.52","0","593.3912356485037","104"
"1591","159","5677","-2.3769999999999993","-11.295929684579527","0.66","0","555.6955807824055","132"
"1593","159","5681","-1.556","-5.018544198371202","0.825","0","324.19128229471903","165"
"1594","159","5709","-2.4589999999999996","-8.560913264681924","0.65","0","563.2350044200953","130"
"1595","159","5696","-1.596","-3.8310107618822746","0.82","0","775.5939050514108","164"
"1596","159","5702","-1.927","-6.233493867243013","0.755","0","733.9763797583998","151"
"1597","159","5748","-3.173","-13.601411854630117","0.515","0","1267.1137894527121","103"
"1599","159","5727","-2.2520000000000007","-8.11324878472299","0.695","0","749.7618637610315","139"
"1598","159","5708","-5.2829999999999995","-13.764279308635338","0.685","3","615.1794865535617","137"
"1600","159","5722","-3.2970000000000006","-15.757153894019563","0.485","0","1207.136883479307","97"
"1601","160","15000","-14.575","-26.164030261913418","0.085","0","4055.529697823074","17"
"1603","160","15000","-14.85","-19.489099372725263","0.03","0","3925.5864923735007","6"
"1602","160","14350","-13.775","-21.030913806657153","0.115","0","5589.800315509845","23"
"1605","160","15000","-14.5","-66.07517112578543","0.1","0","3371.9736801042977","20"
"1606","160","15000","-14.975","-14.975","0.005","0","4882.402107632971","1"
"1604","160","4361","-5.786","-15.396353506100878","0.315","3","682.1214912365069","63"
"1607","160","4391","-3.791","-13.65809804037631","0.12","0","2278.371030520048","24"
"1608","160","15000","-14.475","-26.304808048425905","0.105","0","4307.762870258298","21"
"1610","160","6464","-5.989000000000001","-24.046384362302707","0.095","0","3394.0969956010763","19"
"1611","161","5383","-1.4329999999999998","-4.203115315800511","0.79","0","268.28628824861096","158"
"1609","160","14948","-14.173","-34.945504937235874","0.155","0","3604.1327740775773","31"
"1612","161","5437","-2.5870000000000006","-13.431623513561657","0.57","0","990.8719673492753","114"
"1613","161","5341","-2.9910000000000005","-12.512434478101532","0.47","0","1254.1359547265447","94"
"1614","161","5449","-3.649","-10.506739171820723","0.36","0","1677.216838306248","72"
"1615","161","5370","-2.7199999999999998","-9.157539845509998","0.53","0","444.710990573352","106"
"1616","161","5479","-3.029","-9.641156703245851","0.49","0","1373.501567589535","98"
"1617","161","5495","-3.4200000000000004","-14.4113183455538","0.415","0","1513.125973343349","83"
"1618","161","5458","-3.608","-17.447091723292857","0.37","0","1498.6622997767859","74"
"1619","161","5368","-2.168","-7.760641825024613","0.64","0","1205.7001013991153","128"
"1620","161","5413","-2.338","-11.914251597227253","0.615","0","835.2963000771028","123"
"1621","162","3400","0.10000000000000009","-1.9254275807384489","0.7","0","209.97656537873016","140"
"1622","162","3400","-1.0999999999999996","-6.585300140112301","0.46","0","411.3624358019738","92"
"1623","162","3402","-1.5270000000000001","-7.541552744200064","0.375","0","375.80725834835687","75"
"1624","162","3424","-0.9739999999999998","-5.14995087138505","0.49","0","596.8190425409751","98"
"1625","162","3437","-0.9869999999999997","-7.358624837714817","0.49","0","628.1906159732217","98"
"1626","162","3406","-0.806","-3.219486102240699","0.52","0","491.6652387384613","104"
"1627","162","3411","-0.5610000000000004","-2.9126575666148766","0.57","0","458.8559476782717","114"
"1628","162","3397","-0.3219999999999996","-3.078311587141695","0.615","0","331.35586669461645","123"
"1629","162","3428","-0.8279999999999998","-4.039209783053515","0.52","0","628.6160529361732","104"
"1630","162","3396","-0.42100000000000026","-3.1208820429632276","0.595","0","323.24156783781183","119"
"1636","163","15000","-13.875","-24.253691781373266","0.225","0","4310.993380703216","45"
"1631","163","15000","-13.9","-25.84130795778128","0.22","0","3579.3920398336963","44"
"1632","163","12355","-11.33","-20.39617175978445","0.205","0","4052.29201571523","41"
"1634","163","10921","-9.971","-19.207612283859113","0.19","0","4227.750515044546","38"
"1633","163","15000","-13.225","-36.257642018970095","0.355","0","2623.7396664250964","71"
"1638","163","15000","-14","-25.501515789981596","0.2","0","3935.211011053679","40"
"1635","163","5944","-2.069","-17.20067284339721","0.775","0","1390.8494762240562","155"
"1637","163","15000","-14.275","-23.024992367096527","0.145","0","4305.013814764155","29"
"1641","164","15000","-13.525","-21.683651834486234","0.295","0","3916.5000713070185","59"
"1639","163","11552","-9.902","-24.62008917206278","0.33","0","3378.5644063031614","66"
"1640","163","5899","-1.5990000000000002","-5.324784326546756","0.86","0","2466.3558537327763","172"
"1642","164","7716","-5.091","-27.617035146871533","0.525","0","2334.3500659841065","105"
"1643","164","15000","-13.15","-51.93057968088218","0.37","0","3671.3925509685832","74"
"1645","164","10412","-8.812000000000001","-16.340430391648805","0.32","0","2159.47228634571","64"
"1644","164","15000","-12.95","-47.35162004375675","0.41","0","3322.98015690445","82"
"1646","164","15000","-11.475","-26.89855117554618","0.705","0","2249.751791284424","141"
"1648","164","15000","-13.8","-21.667807491752807","0.24","0","5589.381679381141","48"
"1647","164","15000","-13.575","-62.91078829040936","0.285","0","5543.944947836726","57"
"1650","164","15000","-13.125","-26.583132497775086","0.375","0","4896.838366262402","75"
"1649","164","15000","-13.725","-21.76054765333215","0.255","0","4958.091940049592","51"
"1652","165","4974","-2.5490000000000004","-15.663854397792413","0.485","0","3470.980667516353","97"
"1653","165","4953","-2.5280000000000005","-12.643379113830195","0.485","0","1347.0885378379874","97"
"1651","165","15000","-11.725","-21.65139782783322","0.655","0","572.216515146166","131"
"1654","165","8108","-6.933000000000001","-16.527100848213138","0.235","0","3548.744949755797","47"
"1655","165","15000","-12.05","-21.337283038349845","0.59","0","3069.0584061866857","118"
"1656","165","4968","-3.868","-27.149778299308863","0.22","0","2625.5222974294434","44"
"1657","165","15000","-12.475","-28.699621144054603","0.505","0","2726.441291873738","101"
"1658","165","15000","-12.1","-21.372072747252773","0.58","0","1376.4952689807953","116"
"1659","165","4993","-3.9680000000000004","-41.31020408015762","0.205","0","2803.086186326952","41"
"1660","165","9048","-8.573","-19.767446629600897","0.095","0","5055.2703627453375","19"
"1661","166","2382","0.09299999999999997","-5.450017406257787","0.495","0","2438.920703837656","99"
"1662","166","2385","-2.1599999999999997","-17.57377163452953","0.045","0","1759.0215929020692","9"
"1663","166","2392","-0.8419999999999999","-8.823643938802215","0.31","0","848.6393333940055","62"
"1664","166","2397","-0.5719999999999998","-7.121777191649505","0.365","0","650.4941356972098","73"
"1665","166","15000","-13.15","-17.763566300268955","0.37","0","2033.0186909536487","74"
"1666","166","2393","-1.1429999999999998","-8.047272362499388","0.25","0","812.2491601477135","50"
"1667","166","2398","-0.07299999999999995","-4.694902669533326","0.465","0","2136.588726819736","93"
"1668","166","2396","-1.646","-8.59518179837496","0.15","0","1135.6300529218051","30"
"1669","166","2384","-1.7839999999999998","-8.456523529123753","0.12","0","1860.6052104412497","24"
"1670","166","2383","0.26700000000000035","-2.288893379969565","0.53","0","399.5682999311848","106"
"1671","167","3973","-1.9729999999999999","-23.506067519875245","0.4","0","2033.6292154295768","80"
"1674","167","15000","-13.15","-22.2199208399407","0.37","0","3509.0958361212633","74"
"1672","167","15000","-10.65","-37.18246677782486","0.87","0","4938.7170246222195","174"
"1673","167","6148","-2.1979999999999995","-12.400295722884767","0.79","0","2784.519953304312","158"
"1676","167","15000","-12.15","-22.358695135474523","0.57","0","2876.116953346357","114"
"1675","167","11402","-9.751999999999999","-55.03977823956707","0.33","0","3183.9359792472706","66"
"1677","167","11820","-7.22","-18.096754675708652","0.92","0","3853.8130123278715","184"
"1678","167","15000","-13.125","-43.50054232097849","0.375","0","2540.983947561192","75"
"1679","167","4317","-0.4670000000000001","-9.963269534397407","0.77","0","3922.496129515721","154"
"1680","167","13078","-9.753","-35.58829877491523","0.665","0","3247.9774433788534","133"
"1681","168","15000","-12.5","-32.62420469963646","0.5","0","2844.630724540376","100"
"1684","168","15000","-13.825","-19.773167068713647","0.235","0","5388.001602058497","47"
"1682","168","15000","-12.8","-60.034081733216425","0.44","0","3894.1504598500746","88"
"1686","168","15000","-14.6","-24.592837611301455","0.08","0","5589.701095462553","16"
"1683","168","15000","-12.85","-34.93808366187322","0.43","0","3734.8510704730575","86"
"1685","168","6638","-1.6879999999999997","-11.860920103138831","0.99","0","754.568100948254","198"
"1687","168","10670","-6.82","-14.991822477580882","0.77","0","2934.824426872329","154"
"1688","168","6652","-4.152","-19.738014935286245","0.5","0","1281.5530486117198","100"
"1689","168","6624","-3.774","-14.853318860219993","0.57","0","3753.4921561281362","114"
"1691","169","3489","0.31099999999999994","-3.46916466782133","0.76","0","818.0179381705993","152"
"1692","169","3449","-1.299","-12.470891688929592","0.43","0","718.3718514007583","86"
"1693","169","3567","-0.2919999999999998","-6.63287600036903","0.655","0","851.5205055452107","131"
"1690","168","15000","-13.875","-21.486052586835157","0.225","0","4308.968911988315","45"
"1694","169","3546","-0.996","-13.153366458648147","0.51","0","726.6472484173032","102"
"1695","169","3511","-0.3360000000000003","-4.427056752712363","0.635","0","990.3318063783432","127"
"1696","169","3447","-1.072","-11.034447376512574","0.475","0","756.1462739132126","95"
"1697","169","3522","-0.09699999999999953","-2.2774452426484286","0.685","0","250.78812629397504","137"
"1698","169","3543","-0.7429999999999999","-7.416094240067716","0.56","0","1273.7213169889965","112"
"1699","169","3522","-1.472","-8.061059407432067","0.41","0","728.2725593996686","82"
"1700","169","3523","-2.273","-7.498121445638507","0.65","2","1263.6934336969969","130"
"1701","170","4301","0.6739999999999995","-0.8388647008342274","0.995","0","111.72138586767132","199"
"1702","170","4306","-3.306","-4.825224238399125","1","4","121.05017163680388","200"
"1703","170","4305","-2.3049999999999997","-3.4936485302591693","1","3","142.9071980086108","200"
"1704","170","4316","0.6840000000000002","-0.1866091267347253","1","0","241.6799852488769","200"
"1705","170","4311","0.6390000000000002","-1.9292702653153686","0.99","0","224.98653094466792","198"
"1707","170","4300","0.7000000000000002","0.42850514906104054","1","0","60.83456909556713","200"
"1706","170","4323","-1.5730000000000004","-5.258831969617779","0.95","2","666.6479545099945","190"
"1708","170","4309","0.6909999999999998","-0.4771366897778666","1","0","148.56302069717583","200"
"1711","171","15000","-14.775","-26.358622837696394","0.045","0","3506.266629759473","9"
"1709","170","4310","-3.3099999999999996","-4.844794832906206","1","4","200.773337412211","200"
"1712","171","15000","-14.225","-25.66497337129016","0.155","0","729.5251978718236","31"
"1710","170","4324","0.6509999999999998","-1.3124621904694664","0.995","0","373.6028046376391","199"
"1714","171","2571","-0.921","-4.851578493721067","0.33","0","3183.9685419438256","66"
"1715","171","2570","-0.5949999999999998","-4.1790437786869905","0.395","0","3659.779110138756","79"
"1713","171","2574","-0.19899999999999984","-4.121982493534443","0.475","0","915.748855845003","95"
"1716","171","2616","-1.9660000000000002","-12.525922208161138","0.13","0","3090.9932801000464","26"
"1717","171","2574","-1.5239999999999998","-10.979002328126285","0.21","0","2093.894173323733","42"
"1718","171","2572","-1.472","-12.313265039601864","0.22","0","1226.7938667200956","44"
"1719","171","2577","-1.127","-10.497784320117363","0.29","0","1288.8590031728859","58"
"1720","171","9216","-8.516","-22.44365632323923","0.14","0","3238.0048897453453","28"
"1721","172","3245","-2.145","-20.53559774529202","0.22","0","1834.2533492521486","44"
"1722","172","3895","-2.0700000000000003","-6.055237271316029","0.365","0","1589.1445810959783","73"
"1723","172","3259","-0.6089999999999995","-3.9497179031970213","0.53","0","432.91912400971694","106"
"1724","172","3259","-2.034","-11.784802400265853","0.245","0","1074.1325895426558","49"
"1725","172","9096","-7.671","-13.595571559573347","0.285","0","4800.445280260344","57"
"1726","172","3250","-2.575","-40.95685240225622","0.135","0","2569.3047315871668","27"
"1727","172","3249","-3.149","-10.643743079285212","0.42","2","728.213810590695","84"
"1729","172","15000","-14.425","-21.781607604964822","0.115","0","2520.5550184622543","23"
"1728","172","3249","-0.1990000000000003","-2.7754318327627368","0.61","0","1303.443096178789","122"
"1730","172","15000","-14.7","-22.605798462898825","0.26","1","1813.842791611205","52"
"1731","173","2980","0.19499999999999984","-8.642824156217362","0.635","0","2545.3262882670324","127"
"1732","173","2976","-0.001000000000000334","-11.227960235416116","0.595","0","2311.2813994004805","119"
"1733","173","2969","0.8560000000000003","-6.797068272689559","0.765","0","1231.9940637272289","153"
"1734","173","2983","0.5419999999999998","-5.376727220440145","0.705","0","1368.1174078896013","141"
"1736","173","2974","0.9510000000000001","-5.270684229658885","0.785","0","645.3267968223163","157"
"1735","173","2953","1.0720000000000005","-1.5668887637855544","0.805","0","379.1247031568553","161"
"1737","173","2954","-0.07900000000000018","-5.549284262714103","0.575","0","511.17506536684414","115"
"1738","173","2984","0.49099999999999966","-8.24865404230891","0.695","0","1296.2398781945762","139"
"1739","173","2962","0.7879999999999998","-6.9253275987284315","0.75","0","459.8856865252776","150"
"1740","173","2979","0.29600000000000026","-10.945826632120433","0.655","0","2511.3681641337726","131"
"1741","174","15000","-14.15","-23.376725861053814","0.17","0","2507.9316502431843","34"
