"BehaviorSpace results (NetLogo 6.0.4)"
"baseline.nlogo"
"spoofer grid"
"04/10/2019 19:59:49:495 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","399","0","399"
"[run number]","experiment-number","random-seed","[step]","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev"
"4","3","1","5493","0","265.6879616580569","100","14.64010474986214","9.23184540100873"
"1","0","1","6229","0","407.5760270503519","100","33.880093430473686","23.286114459202086"
"3","2","1","5601","2","692.1584093602412","100","19.550585502161518","14.438005098289596"
"2","1","1","8835","0","673.5945836533057","100","52.432468386425356","41.52596843144213"
"8","7","1","5846","0","303.8261604758254","100","6.741540497141893","4.884756389946574"
"5","4","1","13547","0","1433.822363605736","56","92.32150539353016","58.24516545260007"
"9","8","1","7654","0","822.6128149886529","66","65.24771905944169","27.35792274390348"
"11","10","1","6518","1","424.19227808577966","86","53.393962044109536","24.147570032652734"
"6","5","1","5530","0","430.13159334476285","100","50.66119759729373","21.896860079638575"
"10","9","1","8680","0","479.40252692382353","100","32.84649789629345","25.18225193565979"
"12","11","1","7769","0","207.66234728799176","100","8.65847863419008","7.253497631920634"
"13","12","1","5498","0","313.74263980756155","100","15.924490569041065","10.120031117086242"
"14","13","1","8144","0","709.0109074039078","100","48.541086510787","40.061094443378664"
"18","17","1","5658","3","254.79179972867007","100","19.945323783817006","11.677527850180034"
"15","14","1","5137","0","291.9459568526798","100","14.27677265554962","5.2578644286210405"
"17","16","1","10178","0","1041.0607650664704","99","17.455763454083993","29.1214498150388"
"19","18","1","10248","3","1531.3682391869409","100","66.035869908766","48.71670347122172"
"20","19","1","8037","0","1200.5558775917618","100","15.760021890598352","12.592954240859358"
"21","20","1","4872","1","175.2185126977609","98","3.197359485128658","2.4239061422011"
"22","21","1","5442","0","11.776319793058356","100","0.7838271420414897","0.5689291951468276"
"23","22","1","6591","0","870.8684228701","87","86.51625487802345","26.16945066640284"
"24","23","1","7120","0","671.59806865427","100","14.582699312703278","15.618482028869394"
"25","24","1","6493","0","284.9888531163365","100","21.962050215169057","11.386385198708089"
"27","26","1","9367","0","1464.6296382981454","100","23.463414086985136","18.651657342994106"
"26","25","1","8521","0","631.1693317937152","100","30.209999558808207","38.03547602778748"
"28","27","1","8134","3","677.3055109041206","100","29.374149341014114","13.540273107698328"
"29","28","1","5822","0","411.7914322288002","100","2.834116187896795","4.416119171846382"
"16","15","1","7270","0","601.258547852214","100","21.78047896847362","21.246593778832718"
"30","29","1","4954","0","767.0591554272243","100","5.8511826331703425","8.214765624171282"
"32","31","1","7544","0","341.5445290071383","100","42.58395135298753","19.60631214462529"
"31","30","1","8999","4","1124.2896558271175","100","31.806426548591897","25.001544832279315"
"7","6","1","30000","3","1456.1007848598933","100","8.523122718888109","8.823716809462956"
"33","32","1","5196","0","1840.9265342227486","70","128.952217697529","76.88372724349465"
"35","34","1","3943","1","185.92520896744972","100","3.3692661877044205","6.633050891361594"
"36","35","1","4259","0","375.00937160957665","100","11.423427936654562","7.503677532279628"
"34","33","1","4855","0","788.5889387049235","100","40.024197137642126","26.207864436630846"
"38","37","1","3560","0","966.4055261856821","100","41.06678626890741","34.109134381700024"
"37","36","1","3940","2","1062.9658587727702","78","86.59584976931627","40.69970895801044"
"40","39","1","3520","0","848.0723986069204","100","8.138376619793037","8.014827488928617"
"39","38","1","4518","0","1105.3093227489674","100","60.9468795302188","62.412846405317126"
"41","40","1","4021","0","570.1507755117839","99","27.167580355975762","30.42098253577065"
"42","41","1","4070","0","981.4601372430435","100","32.77028050197791","23.42555529663199"
"43","42","1","4708","0","1419.3758553527223","100","71.92500376883076","60.58366602177161"
"45","44","1","5949","2","1226.4335814386127","99","38.93514707288731","21.577298335487935"
"47","46","1","3977","0","200.8361923112669","43","14.63933685842833","7.714589164290442"
"49","48","1","3904","0","559.1682228442019","100","8.312681921369247","5.1400858943540255"
"46","45","1","4381","0","239.02079939753855","100","15.516461699303642","8.731798808134739"
"50","49","1","3736","0","24.239063552227783","100","2.479993696326356","1.2919123984250795"
"48","47","1","3468","1","351.7024803414711","100","9.751673301311422","5.898017664181671"
"51","50","1","4865","2","464.8533359440689","100","17.512522293865374","10.278122506691977"
"52","51","1","3897","0","1166.389470887173","100","10.51310617677831","4.237834250653733"
"44","43","1","13750","125","637.3356461881415","100","29.506331679368124","26.602068883000058"
"53","52","1","3406","0","156.72952308463613","100","9.465956930834441","8.562854701337963"
"54","53","1","3492","0","143.18301394015367","100","6.620970331460662","3.6358312993939625"
