"BehaviorSpace results (NetLogo 6.0.4)"
"horseshoe-trialv2.nlogo"
"horseshoe version 2 lhs"
"01/13/2019 11:40:40:573 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","499","0","999"
"[run number]","experiment-number","[step]","objective-mine-speed","objective-mine-position","objective-mine-detected-ratio","number-of-collisions","max-nav-error","count mine-contacts","marker-mean","marker-std-dev","[link-length] of fix-links"
"692","91","3327","-3.327","-3.327","0","0","2938.5245576722027","0","0","0","[250.92364216636523]"
"695","94","2841","-2.841","-2.841","0","0","301.07004917895205","0","0","0","[60.21400983579041]"
"694","93","2354","-2.354","-2.354","0","0","1243.2928337860596","0","0","0","[157.2359235645648]"
"693","92","2598","2.1769999999999996","-5.3769355856813625","0.955","0","499.3975410927377","191","45.81875671009721","29.720599146716374","[13.785484541941974]"
"696","95","3434","-0.08400000000000007","-24.12621271143446","0.67","0","2201.929643143531","134","141.46885769295932","98.95326942138522","[92.32272696668879]"
"697","96","15540","-15.54","-15.54","0","0","2835.1282654012534","0","0","0","[350.6611678617771]"
"699","98","2875","-4.8","-11.033114483091396","0.015","2","442.0054910128065","3","52.57949683777","9.751647993143944","[88.4010982025613]"
"700","99","4764","-0.23899999999999988","-2.790653278010211","0.905","0","1518.7087052399545","181","17.858953457044585","7.657579323057531","[303.7417410479909]"
"698","97","20000","-17.45","-63.26956968700178","0.51","0","2707.1377030734975","102","228.7932517329319","229.40244513708586","[86.3660343800413]"
"702","101","2239","-2.239","-2.239","0","0","130.70204748820248","0","0","0","[26.140409497640498]"
"703","102","4424","-6.424","-6.424","0","2","1885.3490888483866","0","0","0","[377.06981776967734]"
"704","103","2323","-2.273","-7.0378347978872124","0.01","0","1438.3473283766236","2","43.89099725724691","3.7573507216252144","[287.6694656753247]"
"705","104","2746","-1.146","-9.65700189118779","0.32","0","881.094419860089","64","59.748774820583535","25.36124409129435","[145.3687818421626]"
"706","105","2127","-1.3769999999999998","-8.340440463391989","0.15","0","791.2087809394347","30","56.48426132436623","13.150143309553656","[158.24175618788695]"
"701","100","7166","-2.8160000000000007","-9.710993496879704","0.87","0","516.4554351879653","174","34.46793734406106","34.48199762473593","[47.30334277465984]"
"708","107","6686","-6.686","-6.686","0","0","2770.394616204504","0","0","0","[252.92497263232565]"
"707","106","2594","-0.04400000000000004","-2.3018177290063844","0.51","0","1571.6336971942699","102","10.226393261879654","12.35178402818419","[314.32673943885396]"
"710","109","8476","-6.176","-15.068291977877317","0.46","0","3169.632186787677","92","49.20572705982224","39.717192718950905","[633.9264373575354]"
"711","110","5868","-5.868","-5.868","0","0","1291.3860802565378","0","0","0","[75.80845443795286]"
"712","111","4456","-4.456","-4.456","0","0","896.0874727215338","0","0","0","[136.1915991578605]"
"713","112","5287","-2.787","-5.2669910400566415","0.5","0","264.9546792756156","100","15.468515802247898","9.33139459831853","[52.990935855123126]"
"716","115","2993","-3.643","-10.694685392095478","0.07","1","455.1759978919088","14","61.1399976540504","9.37685626690437","[63.71967633764437]"
"715","114","20000","-18.55","-40.06303986777874","0.29","0","3292.6098588099894","58","142.3214122619816","72.80898641580576","[205.28855665155749]"
"714","113","20000","-21","-21","0","1","3689.679863095098","0","0","0","[350.2958552077299]"
"709","108","5501","-5.501","-5.501","0","0","1507.3556654765796","0","0","0","[301.4711330953159]"
"718","117","3310","1.69","1.139555847034242","1","0","43.40868227938965","200","3.2300941642847083","2.2743473653728703","[3.2754034734916107]"
"717","116","5528","-5.528","-5.528","0","0","3122.763844250733","0","0","0","[127.30674040717146]"
"719","118","2780","-2.78","-2.78","0","0","793.6387351354688","0","0","0","[24.82879130165212]"
"720","119","2486","1.2639999999999998","-8.712884906701072","0.75","0","682.8073372404616","150","68.18622820887269","31.58262085813797","[136.56146744809232]"
"721","120","2304","-2.304","-2.304","0","0","2618.5546196035875","0","0","0","[523.7109239207175]"
"722","121","4431","-4.431","-4.431","0","0","3303.7457856056244","0","0","0","[653.2358102512119]"
"723","122","3155","-3.155","-3.155","0","0","2793.349325254449","0","0","0","[558.6698650508898]"
"725","124","3411","-3.411","-3.411","0","0","1705.3729276440226","0","0","0","[341.0745855288045]"
"726","125","4048","-4.048","-4.048","0","0","1370.3778757486236","0","0","0","[233.80362492821266]"
"724","123","5072","-0.07200000000000006","-0.5181705284214503","1","0","31.518914572770807","200","3.2305426118815173","1.231162672332983","[4.933541471477823]"
"727","126","2689","-0.43900000000000006","-6.729356070262327","0.45","0","1151.379317106608","90","36.78182521798017","26.121735484643104","[230.2758634213216]"
"728","127","3955","-3.955","-3.955","0","0","248.04380109969713","0","0","0","[49.60876021993943]"
"729","128","7026","-2.3759999999999994","-5.550624885219518","0.93","0","189.5685158997978","186","19.45991190284142","12.286336949353764","[13.111451479812745]"
"730","129","3068","-1.818","-8.095837833106197","0.25","0","1128.379171862395","50","32.52856078861314","30.24981754244884","[225.675834372479]"
"731","130","20000","-17.725","-27.859083068060336","0.455","0","3123.0602966842384","91","52.69681047841177","48.64402020219154","[614.2609618633368]"
"732","131","4351","-0.726","-9.365062449416431","0.725","0","1755.7686796362818","145","51.69344456420254","34.69717992996179","[348.83307002459054]"
"733","132","4221","-2.996","-9.389702276615617","0.245","0","444.3516621816856","49","45.92267514868154","18.01434761747462","[88.87033243633712]"
"734","133","2753","-3.478","-9.354737620238213","0.055","1","704.1941123559682","11","51.52130845218653","7.246067750195591","[140.83882247119362]"
"735","134","7637","-11.637","-11.637","0","4","1659.286688011628","0","0","0","[331.85733760232563]"
"738","137","2416","-1.141","-13.250346850697204","0.255","0","1405.6715554759421","51","95.21251445777638","25.880954049195655","[281.1343110951884]"
"737","136","2166","2.7340000000000004","-2.5538866736615478","0.98","0","838.3430696596722","196","22.429230033869747","30.44963670274572","[167.66861393193443]"
"739","138","2717","1.408","-5.310770164904417","0.825","0","763.8839910646245","165","33.92091372511765","33.26678792392653","[144.64862886861115]"
"740","139","2952","-4.952","-4.952","0","2","3072.44648965307","0","0","0","[611.6847002558476]"
"741","140","2777","-2.777","-2.777","0","0","1243.8891454502943","0","0","0","[248.77782909005887]"
"736","135","15482","-10.657","-21.701604450784668","0.965","0","3429.6918234923833","193","69.69315628014868","40.75288822769795","[685.9383646984767]"
"743","142","3127","0.9980000000000002","-20.471618585369388","0.825","0","1672.469073151901","165","138.75056309072818","75.94562276296566","[240.64015829859017]"
"742","141","7928","-6.278","-18.7393628331028","0.33","0","1170.5799655314395","66","77.71852998416382","46.89509834686415","[29.65353422520744]"
"744","143","20000","-18.625","-41.01434522497834","0.275","0","3920.9794447477657","55","131.00021137024837","92.89324087953504","[465.6437901820384]"
"746","145","2641","0.484","-7.992710328745222","0.625","0","889.550109169635","125","51.64322255789337","33.123880729558834","[111.10476476876313]"
"745","144","20000","-15.15","-45.44253319896236","0.97","0","3476.6863598664463","194","126.9538031599604","175.97152882966316","[650.7544609440042]"
"747","146","3415","-0.3650000000000002","-17.467578434280107","0.61","0","1205.74665703776","122","98.94247994361403","72.08330439918704","[116.93985952372533]"
"748","147","4302","-4.302","-4.302","0","0","1218.9539507161578","0","0","0","[243.79079014323156]"
"750","149","2173","1.6520000000000001","-8.390957696174798","0.765","0","673.4088793580238","153","58.88692814303166","41.542648818716344","[134.68177587160477]"
"749","148","20000","-18.05","-52.01464702915827","0.39","0","1972.1880109701099","78","165.2427998711197","174.40367042046304","[130.4680309310028]"
"751","150","2274","1.0010000000000003","-13.940576489563757","0.655","0","1457.047071847812","131","87.55281130433644","61.86295359130113","[82.13773652285352]"
"753","152","12662","-12.662","-12.662","0","0","3316.2594887342457","0","0","0","[644.4094003564458]"
"752","151","2704","-2.704","-2.704","0","0","1397.8071971859663","0","0","0","[127.34948086833936]"
"754","153","4610","-2.31","-13.266157573036597","0.46","0","509.4076455758718","92","82.92630689019994","26.63526884016603","[41.1588631192524]"
"756","155","2537","-2.537","-2.537","0","0","373.9381459228175","0","0","0","[74.7876291845635]"
"755","154","20000","-15.175","-31.053425560518775","0.965","0","4274.227338593175","193","106.50573091437101","52.278524690816745","[854.8454677186351]"
"759","158","3662","-3.187","-13.194917291552889","0.095","0","2000.7834895797819","19","62.08625196483975","37.99292095068913","[400.1566979159564]"
"758","157","8079","-7.979000000000001","-26.088323631403355","0.02","0","2015.7485269902559","4","127.90654262779336","53.1866936862402","[242.83653014434682]"
"757","156","4402","-4.402","-4.402","0","0","465.6077997642798","0","0","0","[47.16081103257827]"
"760","159","3448","-0.4730000000000003","-2.3976754013046944","0.595","0","412.66952692596925","119","9.119173910004394","10.12758010304255","[82.53390538519385]"
"762","161","2512","-2.512","-2.512","0","0","613.1422682587815","0","0","0","[122.6284536517563]"
"766","165","20000","-19.85","-22.151110591980608","0.23","1","2450.884443033664","46","10.056042735148003","12.95506318465805","[490.1768886067328]"
"763","162","3227","-0.5269999999999997","-4.828831215717129","0.54","0","2131.505045340414","108","24.53427288622603","18.484039270945267","[426.30100906808286]"
"761","160","16761","-12.661","-27.49038790490146","0.82","0","4382.522983361377","164","50.4264769837427","97.86740206527188","[861.4533027402105]"
"764","163","2980","-3.98","-3.98","0","1","1364.3428801318348","0","0","0","[272.8018860392744]"
"765","164","2251","0.4240000000000004","-12.039798012210394","0.535","0","2414.1167355903603","107","80.24961335822664","44.38836676387731","[478.3127508290161]"
"767","166","2538","1.6119999999999997","-2.682575210790271","0.83","0","1092.2067794682018","166","19.805087118119953","23.14066498978275","[218.44135589364038]"
"768","167","2216","2.7589999999999995","1.0495700906293661","0.995","0","581.2628948272657","199","9.42024116889395","7.674057924812374","[116.25257896545313]"
"770","169","2860","1.94","0.666802428683583","0.96","0","67.97309247841865","192","9.397656134194323","3.3343195789698465","[6.381458081540556]"
"771","170","2858","0.11699999999999955","-4.020784390626623","0.595","0","585.3687593515967","119","27.65287775470701","13.724966151559224","[117.07375187031934]"
"772","171","20000","-18.25","-81.14727039117662","0.35","0","5274.090198890432","70","359.49416187571893","269.4785420360474","[1054.8180397780864]"
"769","168","6761","-1.7610000000000001","-3.7804402109245023","1","0","221.38300298702904","200","8.749579308355074","11.444822800889941","[16.087215145023027]"
"773","172","3817","0.35799999999999965","-15.224484286966632","0.835","0","1344.2599023665898","167","63.74770039545805","92.07714247420832","[106.20820495893979]"
"775","174","4258","-2.908","-7.14383271330145","0.27","0","3152.7598125340855","54","15.163962940729157","27.194364192285338","[630.5519625068171]"
"774","173","4181","-3.2560000000000002","-10.358048167890502","0.185","0","834.7036157651411","37","53.62717622958905","17.39330544931598","[166.94072315302822]"
"781","180","20000","-23.817","-23.817","0","0","0","0","0","0","[]"
"778","177","2537","-0.03699999999999992","-9.186878939098591","0.5","0","807.9137162393323","100","37.01719304728519","54.481596343700716","[142.82125294044027]"
"777","176","5085","-4.085","-6.224004970518282","0.2","0","1285.6401675411576","40","12.561749495571098","8.828300209611722","[251.73769471448225]"
"776","175","20000","-17","-27.87385599814116","0.6","0","2079.099033433142","120","58.23828911117042","50.50027087024115","[389.03909728228876]"
"780","179","20000","-16.95","-55.42510802544814","0.61","0","4155.857474036328","122","213.81335567735002","170.93772457713143","[351.1319887327496]"
"782","181","3725","0.9250000000000003","-0.5020603952190339","0.93","0","169.96490029818415","186","9.518817923217346","4.7517860289729965","[33.99298005963683]"
"783","182","5717","-5.717","-5.717","0","0","849.1861173569907","0","0","0","[169.83722347139815]"
"784","183","3089","-2.714","-9.326621050947056","0.075","0","520.0725485637004","15","54.28182461367903","11.844385895791524","[83.45428869415716]"
"785","184","4741","-2.8659999999999997","-23.08318148004546","0.375","0","1327.0738823128358","75","149.04463679266118","53.12717800779346","[184.6395009940558]"
"786","185","2508","-2.308","-6.258122187489717","0.04","0","298.73128862459083","8","35.128583026452944","4.372638848444228","[26.414726896466714]"
"787","186","2222","-1.772","-9.094164028282563","0.09","0","422.2204857118306","18","56.465417987569104","16.756222295256517","[73.63261660447876]"
"788","187","4988","-4.588","-10.111249621027689","0.08","0","2085.1342373445623","16","46.824034122443805","8.408462087833087","[417.0268474689124]"
"791","190","2887","-2.887","-2.887","0","0","484.7767495549735","0","0","0","[96.9553499109947]"
"790","189","3084","1.916","-6.2669892257780155","1","0","971.4573329613934","200","36.65329584728815","45.17659641049201","[194.29146659227868]"
"789","188","3318","1.682","-1.8470046843227519","1","0","588.9337618425163","200","24.080890198955263","11.209156644272255","[117.78675236850326]"
"779","178","8988","-6.888","-24.14314497233204","0.42","0","4563.352468070665","84","106.72381090830731","65.82763881501305","[912.670493614133]"
"792","191","2537","1.5629999999999997","-10.593329645570396","0.82","0","1013.2484155085108","164","72.47078927750752","49.0925071781964","[200.92465642369973]"
"798","197","20000","-20","-20","0","0","1909.6842686481532","0","0","0","[376.9040674109475]"
"793","192","4385","-4.359999999999999","-4.359999999999999","0.005","0","2816.992998963835","1","0","0","[18.27833271720352]"
"794","193","5214","-3.3390000000000004","-37.877658795117","0.375","0","3256.7059398313336","75","169.4410508351619","175.94553711600815","[76.34034901699896]"
"795","194","2689","-2.689","-2.689","0","0","482.7161244553258","0","0","0","[96.54322489106517]"
"797","196","4017","0.7829999999999995","-6.214029354869517","0.96","0","1310.0844348577314","192","31.25521850447268","38.71507504422247","[262.0168869715463]"
"799","198","7290","-7.29","-7.29","0","0","3532.1338285960337","0","0","0","[706.4267657192067]"
"796","195","4221","0.7789999999999999","0.3045979511975895","1","0","52.65165157452752","200","2.004708077797265","2.7393124102268396","[10.530330314905504]"
"800","199","3600","-3.6","-3.6","0","0","2873.848094752982","0","0","0","[574.7696189505964]"
"801","200","4814","-4.814","-4.814","0","0","512.4300251497407","0","0","0","[27.699434769449198]"
"802","201","2502","-0.5769999999999997","-7.7756665250496955","0.385","0","830.9084673200064","77","36.30082416965958","35.68584108083738","[42.532352131124355]"
"803","202","9696","-14.696","-14.696","0","5","686.3233902280926","0","0","0","[137.26467804561852]"
"804","203","3342","1.3080000000000003","-7.598363953440369","0.93","0","772.8568025822012","186","56.05478915169273","33.00885038271095","[118.66971431034298]"
"805","204","2119","-2.0690000000000004","-8.375281897226929","0.01","0","983.634392036754","2","52.810949591462204","10.251869380807076","[196.7268784073508]"
"807","206","3057","-3.057","-3.057","0","0","454.60614218811327","0","0","0","[31.8569083653202]"
"808","207","2138","2.8120000000000003","1.3423561718940435","0.99","0","150.47812835639564","198","8.800077392668218","5.896360888391346","[9.186768305920605]"
"809","208","5103","-0.10299999999999976","-0.31194909347610367","1","0","90.98387007135224","200","1.0252236668270198","1.0642672679340204","[18.19677401427045]"
"810","209","2338","1.037","-9.172555400952191","0.675","0","1291.8646698924024","135","58.24007187246529","43.85548213705662","[258.3729339784805]"
"806","205","3619","0.10599999999999987","-12.057634268361948","0.745","0","1321.1813146425768","149","71.71644221827292","49.91990046534655","[264.2362629285154]"
"811","210","3221","-2.1460000000000004","-9.57228816411309","0.415","1","816.4367360454008","83","50.536001420144224","23.726880220986676","[163.28734720908017]"
"812","211","2905","-2.905","-2.905","0","0","405.82895958573397","0","0","0","[79.57027212991107]"
"813","212","2238","-2.238","-2.238","0","0","1529.4819516060818","0","0","0","[252.60154113248623]"
"814","213","6236","-6.236","-6.236","0","0","1923.9691622905839","0","0","0","[185.1441909003701]"
"815","214","2700","0.9499999999999997","-4.3177155004567425","0.73","0","385.4445084202376","146","37.319027425342426","15.358127579224966","[67.06219976238937]"
"816","215","6601","-2.3760000000000003","-19.510098957325912","0.845","0","1278.7453314165962","169","93.39005307217586","77.95093650108328","[250.13926115886446]"
"817","216","3073","1.927","-1.1708760165695122","1","0","774.2665981421674","200","18.646917408616694","12.331842757078425","[154.85331962843347]"
"819","218","2561","-2.561","-2.561","0","0","212.8277265885984","0","0","0","[22.44783875386753]"
"818","217","2155","2.695","-0.17180446181550213","0.97","0","178.80980309411243","194","17.64741523812465","11.020629380030366","[2.280876039964169]"
"820","219","2820","0.73","-3.6959534032043906","0.71","0","3725.1981143170524","142","24.43499153466272","19.824542497381174","[745.0396228634105]"
"821","220","5672","-4.9719999999999995","-10.421926256610988","0.14","0","326.32400251253216","28","43.34460834887134","11.154654217238528","[54.72728231442029]"
"822","221","2473","-1.8729999999999998","-24.47221209392212","0.12","0","1635.973533953062","24","216.1150149759028","9.877105963318394","[145.74440040951774]"
"823","222","5233","-5.233","-5.233","0","0","3721.4608746470576","0","0","0","[67.27562187794032]"
"824","223","3560","1.1150000000000007","-6.820663144919974","0.935","0","1370.1551272750633","187","40.782003988196315","38.574627461003416","[273.984252316321]"
"827","226","2655","-2.405","-38.414926224552005","0.05","0","2503.358022045971","10","340.47336776872726","19.625894476792844","[254.27041401578467]"
"826","225","3102","-4.102","-4.102","0","1","1432.308982357232","0","0","0","[134.19124179294715]"
"828","227","3580","1.42","-0.2548269758313437","1","0","129.20249754423872","200","11.732621899310685","5.015647859002757","[17.769202598350066]"
"830","229","20000","-17.15","-33.47864784838045","0.57","0","1925.13488216473","114","101.50683234710787","61.77964613669664","[271.5791095582593]"
"829","228","4114","0.8360000000000003","-0.9634563885298908","0.99","0","299.5083752382891","198","8.848531396157087","9.14603248914182","[59.90167504765782]"
"825","224","3016","-3.016","-3.016","0","0","426.58103527514277","0","0","0","[9.786002655749805]"
"831","230","2287","-1.887","-17.788894644144303","0.08","0","1350.9496955498066","16","152.05277850768826","6.966167933754785","[71.35853021444075]"
"832","231","3203","-3.203","-3.203","0","0","1311.5186808944604","0","0","0","[262.3037361788921]"
"833","232","2461","2.539","2.36392443921535","1","0","46.44416532395243","200","1.0415368731203993","0.7092187347261037","[9.284445193708889]"
"834","233","6985","-4.635000000000001","-21.192215254929824","0.47","0","4587.159569934651","94","103.32212405595781","62.25002849334032","[917.4319139869301]"
"838","237","20000","-20","-20","0","0","2531.669744979812","0","0","0","[470.50003842661835]"
"835","234","3579","1.1959999999999993","-9.238166743134043","0.955","0","851.240019623242","191","68.82434541968756","35.51732201165295","[170.2480039246484]"
"836","235","20000","-18.375","-31.968250869880457","0.325","0","2164.0016052005703","65","75.80840758150535","60.12410111729922","[413.27742822252213]"
"837","236","6634","-4.259","-16.20374351453622","0.475","0","1264.0020004228838","95","51.711263145673904","67.73617199968828","[251.54047262546257]"
"840","239","2419","1.8809999999999998","-13.86605594625841","0.86","0","909.440342840536","172","98.98325328665943","58.48730617592461","[135.11732259865977]"
"839","238","7939","-5.889","-26.539254968228892","0.41","0","2237.0145119755603","82","127.75089831811756","78.75165136417132","[401.86647697371774]"
"842","241","2475","-2.475","-2.475","0","0","226.21705527932545","0","0","0","[41.860855686099]"
"841","240","3504","1.4209999999999998","-0.46891048350299647","0.985","0","166.6266170186786","197","10.797943002077686","8.101161832952272","[3.210659897779304]"
"844","243","2224","0.976","-2.4377009488598853","0.64","0","304.48839331350024","128","17.308425030898636","16.828584457700217","[60.897678662700045]"
"845","244","20000","-15.275","-75.90362326304599","0.945","0","5058.794270425387","189","316.7063370628773","289.57989556758264","[1011.7588540850775]"
"843","242","20000","-19.95","-25.916944526295843","0.01","0","2609.7396617373893","2","53.041869414068074","6.627575848890364","[521.9479323474778]"
"846","245","3888","1.112","-0.8406126002448215","1","0","1799.4137687793102","200","10.62809476356714","8.89803123888108","[359.88275375586204]"
"847","246","3482","-3.1820000000000004","-4.9422610380542675","0.06","0","649.2785059036994","12","16.42321301452857","1.1793973660141","[85.5204172510167]"
"849","248","4844","-4.969","-10.410418582367681","0.575","3","445.9611422963867","115","35.35431610343528","19.059869720241515","[89.19222845927735]"
"850","249","2778","2.222","0.2534210791550964","1","0","1567.6983660394128","200","7.834089163393394","11.851700045055644","[313.5396732078826]"
"853","252","3854","0.3959999999999999","-9.795546492034628","0.85","0","1125.4908861388876","170","56.990078253479076","44.925386666867205","[225.0981772277775]"
"852","251","7748","-3.2730000000000006","-15.268102890168041","0.895","0","1177.6860185858905","179","70.23439926766498","49.71662963401543","[52.97993039211982]"
"854","253","20000","-20","-20","0","0","1122.5803178135557","0","0","0","[141.25807074459087]"
"848","247","20000","-20","-20","0","0","3520.094844105628","0","0","0","[493.94964866011327]"
"855","254","2428","-1.1029999999999998","-33.57056994491696","0.265","0","1739.5976728753851","53","252.58366586001964","72.09203358914995","[108.37074376253409]"
"856","255","9828","-7.952999999999999","-18.80515003164328","0.375","0","2429.6646594953136","75","49.52566346141642","58.995836855016385","[485.93293189906274]"
"858","257","3173","-3.173","-3.173","0","0","1394.2570126002079","0","0","0","[278.70824087924814]"
"859","258","2415","1.8099999999999996","-13.972568275681052","0.845","0","3370.9162051355624","169","107.9803009966415","49.84538176016901","[674.1832410271124]"
"862","261","2342","-1.8920000000000001","-17.285294150957505","0.09","0","1776.128515421235","18","93.73189779280968","60.201043716765355","[38.18764232279399]"
"861","260","2486","-3.486","-3.486","0","1","1535.7206062228415","0","0","0","[143.81587908276575]"
"860","259","20000","-19.9","-35.28038389668073","0.02","0","1703.0637349575752","4","95.01701561455042","58.7868233522569","[330.48503658412767]"
"857","256","8436","-4.261","-10.938181863717968","0.835","0","590.1772522835635","167","38.8048416265831","27.966977010596572","[61.06334010462973]"
"863","262","3797","-2.3470000000000004","-24.79538139034562","0.29","0","2898.1670497896307","58","108.62104449213216","115.86276941132402","[575.75415444238]"
"851","250","20000","-20","-20","0","0","4566.944480963267","0","0","0","[913.3888961926534]"
"864","263","3266","-2.316","-10.544182921889483","0.19","0","2079.0000714530765","38","60.167992038718104","22.11383718017675","[415.8000142906153]"
"865","264","6473","-6.473","-6.473","0","0","1413.161131567234","0","0","0","[195.00665301498867]"
"866","265","2994","-2.919","-7.152057810004852","0.015","0","246.04049019257548","3","39.52318698554784","2.807391114500679","[44.85956266526756]"
"867","266","3259","-2.309","-22.52487258529118","0.19","0","1672.7368915467832","38","183.12540740522243","19.0333184476893","[223.1228154048294]"
"869","268","2461","-0.21099999999999985","-6.399982459185548","0.45","0","531.3068863192478","90","37.90306015916397","23.986764432691498","[41.38456912739495]"
"868","267","8786","-11.686","-41.59362164800867","0.02","3","1821.0004132561485","4","295.1012888939355","3.97492758615117","[40.92558089011418]"
"873","272","20000","-20","-20","0","0","1297.1986370175282","0","0","0","[250.74782834211132]"
"870","269","4996","-0.04600000000000026","-0.14876183398225892","0.99","0","21.88413326366391","198","0.5510099033695621","0.47660843645302453","[4.348754773696281]"
"874","273","3747","0.2280000000000002","-8.714270199022105","0.795","0","1330.672086098996","159","61.62868988863389","27.794012101587157","[266.1344172197992]"
"875","274","3085","-3.085","-3.085","0","0","41.03122203434193","0","0","0","[8.202452299140177]"
"871","270","4030","0.9699999999999998","-0.5771300412269116","1","0","115.18152234634422","200","9.65486666334321","5.816433748925904","[14.815143645452856]"
"877","276","2824","1.7760000000000007","-15.044386806690468","0.92","0","1795.4663461615137","184","89.29527140475213","78.90859666215256","[54.94424083102404]"
"876","275","8031","-3.7310000000000008","-9.78872818100044","0.86","0","1694.5107258089342","172","39.73863182482933","20.83864998517507","[338.90214516178685]"
"878","277","3072","-3.072","-3.072","0","0","933.2712409281783","0","0","0","[186.65424818563565]"
"879","278","2223","-2.223","-2.223","0","0","1462.4396193176815","0","0","0","[292.4879238635363]"
"872","271","3903","1.097","0.39836875002581773","1","0","41.60619908656219","200","4.701289185789744","2.2850233139520757","[5.144040016059641]"
"880","279","3836","-7.561","-14.38588908658837","0.055","4","1032.0758566414106","11","59.702835488330194","8.546055377553518","[206.4151713282821]"
"881","280","5416","-5.041","-5.524926615063982","0.075","0","866.0331203244965","15","2.889587532403639","1.949678618236176","[146.1935801505729]"
"883","282","5384","-2.4590000000000005","-10.126600958276043","0.585","0","803.2925984759737","117","50.724863029718705","25.95114655304172","[82.028648781312]"
"884","283","3800","1.125","0.6531973862326502","0.985","0","39.91050290029082","197","3.230342286907492","1.487683850766007","[7.982100580058165]"
"882","281","10600","-10.325","-15.552140311805054","0.055","0","639.1647653990367","11","46.89970088651235","5.371702231538198","[127.83295307980734]"
"885","284","6166","-6.166","-6.166","0","0","332.5869168678202","0","0","0","[66.51738337356404]"
"886","285","9075","-10.075","-10.075","0","1","153.34750040415366","0","0","0","[29.76544867041633]"
"887","286","5991","-5.991","-5.991","0","0","1237.6756230361211","0","0","0","[174.1751515761964]"
"888","287","3498","-3.498","-3.498","0","0","61.436546189429734","0","0","0","[12.287309237885946]"
"890","289","2302","2.3480000000000003","-1.1510393366237808","0.93","0","396.87453655124955","186","18.1137420784743","16.87665128776351","[30.760894531875888]"
"889","288","20000","-15.399999999999999","-38.688325678942974","0.92","0","3660.455782383834","184","109.75592986124852","123.12732692818129","[701.365036989602]"
"892","291","4286","-0.5609999999999995","-9.713763651632007","0.745","0","1267.1034680371342","149","57.13633826512899","34.39129825119107","[250.11708000016802]"
"893","292","3338","1.662","-2.7923374668057983","1","0","280.70713357721723","200","26.790595245779137","17.75277942227886","[24.03584861523723]"
"895","294","2104","0.2709999999999999","-7.373692716693081","0.475","0","648.786937029642","95","45.94488176202428","30.502045404906546","[129.7573874059284]"
"891","290","9988","-7.813","-24.887922213643368","0.435","0","2261.508591802963","87","110.37056905606701","60.37865308036665","[452.30171836059264]"
"896","295","2561","-3.561","-3.561","0","1","176.25817495124386","0","0","0","[13.962379267947563]"
"894","293","6017","-1.0170000000000003","-3.525418435823742","1","0","234.99051331639802","200","16.028146039180925","9.056038319056485","[44.996542236963776]"
"898","297","3159","-1.984","-8.3311836817589","0.235","0","1141.3013369544035","47","32.88994616400251","30.581890653586484","[228.2602673908807]"
"897","296","6916","-6.916","-6.916","0","0","1193.3697777590337","0","0","0","[155.74307719117752]"
"899","298","6411","-6.411","-6.411","0","0","975.6518081727414","0","0","0","[116.26273874665151]"
"900","299","2351","-2.851","-13.460076063695503","0.1","1","1728.1918427876435","20","63.63171198353952","42.45904865341551","[345.6383685575287]"
"901","0","2730","0.21999999999999975","-18.238367486400804","0.59","0","2498.596614459717","118","112.16190188196273","72.42177298204527","[499.7193228919434]"
"902","1","2432","0.593","-22.97171377989169","0.605","0","1538.0184194012209","121","153.5678772600519","82.07926053886507","[45.163644296133604]"
"903","2","3393","-3.393","-3.393","0","0","272.99266973579074","0","0","0","[54.598533947158145]"
"905","4","4331","-4.331","-4.331","0","0","873.8034231048287","0","0","0","[39.090202485777276]"
"904","3","2703","2.297","-6.634856718914765","1","0","496.7784650568138","200","51.90921765268367","37.40934953646399","[45.74018586153664]"
"906","5","5525","-5.525","-5.525","0","0","934.276484858789","0","0","0","[186.8552969717578]"
"908","7","2143","-2.143","-2.143","0","0","658.3215274031611","0","0","0","[131.6643054806322]"
"907","6","2212","-2.212","-2.212","0","0","177.5321465439822","0","0","0","[35.50642930879644]"
"909","8","2815","0.5350000000000001","-6.174653621557282","0.67","0","1125.0711715142456","134","36.89513252988647","30.201403685686344","[225.0142343028491]"
"910","9","10339","-7.839","-11.554206365752814","0.5","0","389.1488533985551","100","18.768797155810162","18.383266501717962","[74.12303992360121]"
"911","10","5569","-3.519","-14.179279829154137","0.41","0","1446.6968270387802","82","61.46899882915938","45.13379946238198","[289.339365407756]"
"912","11","2438","-4.438000000000001","-4.438000000000001","0","2","851.7570125135962","0","0","0","[170.35140250271925]"
"913","12","4697","-4.697","-4.697","0","0","463.0318139563247","0","0","0","[92.60636279126494]"
"916","15","2398","-2.373","-2.373","0.005","0","125.33081856362686","1","0","0","[25.066163712725373]"
"915","14","6284","-6.284","-6.284","0","0","439.5635908139594","0","0","0","[77.91208619297082]"
"914","13","10162","-10.162","-10.162","0","0","31.424511077053054","0","0","0","[4.682193558890038]"
"917","16","4928","-0.35299999999999976","-7.088713124660568","0.915","0","679.690969596507","183","41.03396223388348","26.323169012722218","[135.9381939193014]"
"918","17","5194","-0.19399999999999995","-7.917648331764277","1","0","777.2107546830714","200","41.502055496898535","35.73442782074421","[30.758663440976907]"
